사용일자,in_final,out_final,net_in_out_final,pre_week,next_week,week,weekend&public holiday
2024-02-09,21374.21374,24061.24061,-2687.0268700000006,-1068.4172200000007,-2083.0208300000013,4,0
2024-02-12,24086.240859999998,25376.25376,-1290.0129000000013,-1895.0189500000004,-1689.0168900000003,0,0
2024-02-13,29090.2909,30896.30896,-1806.0180600000008,-1968.0196799999997,-2270.0227000000014,1,0
2024-02-14,31570.3157,34287.34287,-2717.0271700000003,-1181.0118100000013,-2819.02819,2,0
2024-02-15,30529.30529,33000.33,-2471.024710000001,-1029.0102900000013,-1513.0151299999986,3,0
2024-02-16,34763.34763,36971.36971,-2208.0220800000016,-823.0082300000006,-1925.0192499999998,4,0
2024-02-19,29878.29878,31976.319760000002,-2098.020980000002,-1644.0164399999994,-1974.019740000002,0,0
2024-02-20,31649.31649,33732.33732,-2083.0208300000013,-2687.0268700000006,-1861.0186100000008,1,0
2024-02-21,31087.31087,32776.32776,-1689.0168900000003,-1290.0129000000013,-3711.3398100000004,2,0
2024-02-22,32859.32859,35129.35129,-2270.0227000000014,-1806.0180600000008,-1674.343789999999,3,0
2024-02-23,38017.38017,40836.40836,-2819.02819,-2717.0271700000003,-2486.3646599999993,4,0
2024-02-26,32455.32455,33968.33968,-1513.0151299999986,-2471.024710000001,-2064.3907399999985,0,0
2024-02-27,32479.32479,34404.34404,-1925.0192499999998,-2208.0220800000016,-2447.4002500000015,1,0
2024-02-28,32627.32627,34601.34601,-1974.019740000002,-2098.020980000002,-1750.4107499999998,2,0
2024-02-29,32784.32784,34645.34645,-1861.0186100000008,-2083.0208300000013,-1625.3777999999998,3,0
2024-03-01,30270.0,33981.33981,-3711.3398100000004,-1689.0168900000003,-2701.39262,4,0
2024-03-04,32705.0,34379.34379,-1674.343789999999,-2270.0227000000014,-2443.4142999999985,0,0
2024-03-05,33980.0,36466.36466,-2486.3646599999993,-2819.02819,-2540.4050699999993,1,0
2024-03-06,37010.0,39074.39074,-2064.3907399999985,-1513.0151299999986,-2553.4211000000005,2,0
2024-03-07,37578.0,40025.40025,-2447.4002500000015,-1925.0192499999998,-1748.4014599999985,3,0
2024-03-08,39325.0,41075.41075,-1750.4107499999998,-1974.019740000002,-2314.400059999998,4,0
2024-03-11,36155.0,37780.3778,-1625.3777999999998,-1861.0186100000008,-2237.4092500000006,0,0
2024-03-12,36561.0,39262.39262,-2701.39262,-3711.3398100000004,-2351.4067999999997,1,0
2024-03-13,38987.0,41430.4143,-2443.4142999999985,-1674.343789999999,-3014.40954,2,0
2024-03-14,37967.0,40507.40507,-2540.4050699999993,-2486.3646599999993,-2168.39949,3,0
2024-03-15,39557.0,42110.4211,-2553.4211000000005,-2064.3907399999985,-2288.4209899999996,4,0
2024-03-18,38398.0,40146.40146,-1748.4014599999985,-2447.4002500000015,-2672.440470000001,0,0
2024-03-19,37692.0,40006.40006,-2314.400059999998,-1750.4107499999998,-4439.475400000002,1,0
2024-03-20,38688.0,40925.40925,-2237.4092500000006,-1625.3777999999998,-4079.469350000001,2,0
2024-03-21,38329.0,40680.4068,-2351.4067999999997,-2701.39262,-2768.4282200000007,3,0
2024-03-22,37940.0,40954.40954,-3014.40954,-2443.4142999999985,-2486.4191699999983,4,0
2024-03-25,37781.0,39949.39949,-2168.39949,-2540.4050699999993,-2178.4137400000004,0,0
2024-03-26,39811.0,42099.42099,-2288.4209899999996,-2553.4211000000005,-3220.4383500000004,1,0
2024-03-27,41375.0,44047.44047,-2672.440470000001,-1748.4014599999985,-2143.3730900000005,2,0
2024-03-28,43101.0,47540.4754,-4439.475400000002,-2314.400059999998,-2452.3876199999986,3,0
2024-03-29,42856.0,46935.46935,-4079.469350000001,-2237.4092500000006,-3266.3048900000003,4,0
2024-04-01,40054.0,42822.42822,-2768.4282200000007,-2351.4067999999997,-2389.3799799999997,0,0
2024-04-02,39431.0,41917.41917,-2486.4191699999983,-3014.40954,-3414.41065,1,0
2024-04-03,39196.0,41374.413739999996,-2178.4137400000004,-2168.39949,-1724.356670000001,2,0
2024-04-05,40615.0,43835.43835,-3220.4383500000004,-2288.4209899999996,-1933.3760600000005,4,0
2024-04-08,35166.0,37309.37309,-2143.3730900000005,-2672.440470000001,-2198.383100000001,0,0
2024-04-09,36310.0,38762.38762,-2452.3876199999986,-4439.475400000002,-2478.3865099999994,1,0
2024-04-10,27223.0,30489.30489,-3266.3048900000003,-4079.469350000001,-2965.4046999999996,2,0
2024-04-11,35609.0,37998.37998,-2389.3799799999997,-2768.4282200000007,-1870.3671700000014,3,0
2024-04-12,37651.0,41065.41065,-3414.41065,-2486.4191699999983,-2127.369689999999,4,0
2024-04-15,33943.0,35667.35667,-1724.356670000001,-2178.4137400000004,-1178.372369999999,0,0
2024-04-16,35673.0,37606.37606,-1933.3760600000005,-3220.4383500000004,-1954.381130000001,1,0
2024-04-17,36112.0,38310.3831,-2198.383100000001,-2143.3730900000005,-3351.41604,2,0
2024-04-18,36173.0,38651.38651,-2478.3865099999994,-2452.3876199999986,-2060.4221100000013,3,0
2024-04-19,37505.0,40470.4047,-2965.4046999999996,-3266.3048900000003,-3086.4203699999985,4,0
2024-04-22,34847.0,36717.36717,-1870.3671700000014,-2389.3799799999997,-2576.824140000001,0,0
2024-04-23,34842.0,36969.36969,-2127.369689999999,-3414.41065,-3802.88548,1,0
2024-04-24,36059.0,37237.37237,-1178.372369999999,-1724.356670000001,-973.5056299999995,2,0
2024-04-25,36159.0,38113.38113,-1954.381130000001,-1933.3760600000005,-1501.6519300000011,3,0
2024-04-26,38253.0,41604.41604,-3351.41604,-2198.383100000001,-1617.6929900000005,4,0
2024-04-29,40151.0,42211.42211,-2060.4221100000013,-2478.3865099999994,-1961.6986299999996,0,0
2024-04-30,38951.0,42037.42037,-3086.4203699999985,-2965.4046999999996,-2720.735239999999,1,0
2024-05-02,39918.600809999996,42495.42495,-2576.824140000001,-1870.3671700000014,-2003.713930000001,3,0
2024-05-03,42372.57627,46175.46175,-3802.88548,-2127.369689999999,-2072.7260600000013,4,0
2024-05-06,24794.75205,25768.257680000002,-973.5056299999995,-1178.372369999999,-1942.4909200000006,0,0
2024-05-07,31845.681539999998,33347.33347,-1501.6519300000011,-1954.381130000001,-2190.7293199999986,1,0
2024-05-08,33840.66159,35458.35458,-1617.6929900000005,-3351.41604,-2567.7649299999994,2,0
2024-05-09,33950.66049,35912.35912,-1961.6986299999996,-2060.4221100000013,-1766.6879400000005,3,0
2024-05-10,35401.64598,38122.38122,-2720.735239999999,-3086.4203699999985,-1953.7208499999988,4,0
2024-05-13,34694.65305,36698.36698,-2003.713930000001,-2576.824140000001,-2079.74017,0,0
2024-05-14,35266.64733,37339.37339,-2072.7260600000013,-3802.88548,-1719.7321499999991,1,0
2024-05-15,23574.76425,25517.25517,-1942.4909200000006,-973.5056299999995,-2846.768160000001,2,0
2024-05-16,35370.646290000004,37561.37561,-2190.7293199999986,-1501.6519300000011,-1684.73542,3,0
2024-05-17,36962.63037,39530.395300000004,-2567.7649299999994,-1617.6929900000005,-1903.7351099999996,4,0
2024-05-20,33513.66486,35280.3528,-1766.6879400000005,-1961.6986299999996,-1987.7462300000002,0,0
2024-05-21,35065.64934,37019.37019,-1953.7208499999988,-2720.735239999999,-2052.72736,1,0
2024-05-22,35968.64031,38048.38048,-2079.74017,-2003.713930000001,-2669.755930000001,2,0
2024-05-23,35747.64252,37467.37467,-1719.7321499999991,-2072.7260600000013,-1070.66807,3,0
2024-05-24,36984.63015,39831.398310000004,-2846.768160000001,-1942.4909200000006,-1778.6785300000001,4,0
2024-05-27,35928.64071,37613.376130000004,-1684.73542,-2190.7293199999986,-2183.676500000001,0,0
2024-05-28,35803.64196,37707.37707,-1903.7351099999996,-2567.7649299999994,-3755.7545400000013,1,0
2024-05-29,36317.63682,38305.383050000004,-1987.7462300000002,-1766.6879400000005,-2608.64431,2,0
2024-05-30,35341.64658,37394.373940000005,-2052.72736,-1953.7208499999988,-2355.6838400000006,3,0
2024-05-31,36461.63538,39131.39131,-2669.755930000001,-2079.74017,-2152.6595500000008,4,0
2024-06-03,34264.68528,35335.35335,-1070.66807,-1719.7321499999991,-2386.6582900000003,0,0
2024-06-04,33926.67852,35705.35705,-1778.6785300000001,-2846.768160000001,-2407.6384300000022,1,0
2024-06-05,34534.69068,36718.36718,-2183.676500000001,-1684.73542,-1973.6573500000018,2,0
2024-06-06,28302.566039999998,32058.32058,-3755.7545400000013,-1903.7351099999996,-2302.6636399999998,3,0
2024-06-07,38178.76356,40787.40787,-2608.64431,-1987.7462300000002,-1567.6518399999995,4,0
2024-06-11,33972.67944,36328.36328,-2355.6838400000006,-2052.72736,-2514.662230000001,1,0
2024-06-12,36198.72396,38351.38351,-2152.6595500000008,-2669.755930000001,-3069.656060000001,2,0
2024-06-13,36558.73116,38945.38945,-2386.6582900000003,-1070.66807,-1961.67756,3,0
2024-06-14,38565.7713,40973.40973,-2407.6384300000022,-1778.6785300000001,-2312.680740000002,4,0
2024-06-17,36239.72478,38213.38213,-1973.6573500000018,-2183.676500000001,-2795.6838999999995,0,0
2024-06-18,35939.71878,38242.38242,-2302.6636399999998,-3755.7545400000013,-2407.6765600000003,1,0
2024-06-19,36384.72768,37952.37952,-1567.6518399999995,-2608.64431,-2796.66375,2,0
2024-06-20,36292.72584,38807.38807,-2514.662230000001,-2355.6838400000006,-1761.3313800000008,3,0
2024-06-21,37464.749279999996,40534.40534,-3069.656060000001,-2152.6595500000008,-1706.4106799999997,4,0
2024-06-24,34206.68412,36168.36168,-1961.67756,-2386.6582900000003,-1887.334680000001,0,0
2024-06-25,34239.684779999996,36552.36552,-2312.680740000002,-2407.6384300000022,-2332.3422800000003,1,0
2024-06-26,34406.68812,37202.37202,-2795.6838999999995,-1973.6573500000018,-2544.302819999999,2,0
2024-06-27,34752.69504,37160.3716,-2407.6765600000003,-2302.6636399999998,-1463.383679999999,3,0
2024-06-28,36422.72844,39219.39219,-2796.66375,-1567.6518399999995,-1708.371400000001,4,0
2024-07-01,33431.66862,35193.0,-1761.3313800000008,-2514.662230000001,-2244.3430799999987,0,0
2024-07-02,29466.58932,31173.0,-1706.4106799999997,-3069.656060000001,-2412.340440000001,1,0
2024-07-03,33266.66532,35154.0,-1887.334680000001,-1961.67756,-2882.313759999999,2,0
2024-07-04,32886.657719999996,35219.0,-2332.3422800000003,-2312.680740000002,-1756.3135399999996,3,0
2024-07-05,34859.69718,37404.0,-2544.302819999999,-2795.6838999999995,-1906.3635199999987,4,0
2024-07-08,30816.61632,32280.0,-1463.383679999999,-2407.6765600000003,-2078.3804199999995,0,0
2024-07-09,31430.6286,33139.0,-1708.371400000001,-2796.66375,-1721.3954,1,0
2024-07-10,32846.65692,35091.0,-2244.3430799999987,-1761.3313800000008,-2977.2940200000003,2,0
2024-07-11,32978.65956,35391.0,-2412.340440000001,-1706.4106799999997,-2034.327640000001,3,0
2024-07-12,34312.68624,37195.0,-2882.313759999999,-1887.334680000001,-2009.3277599999997,4,0
2024-07-15,34323.68646,36080.0,-1756.3135399999996,-2332.3422800000003,-2064.2920599999998,0,0
2024-07-16,31824.63648,33731.0,-1906.3635199999987,-2544.302819999999,-1496.30098,1,0
2024-07-17,30979.61958,33058.0,-2078.3804199999995,-1463.383679999999,-3103.3292000000006,2,0
2024-07-18,30230.6046,31952.0,-1721.3954,-1708.371400000001,-2683.321900000001,3,0
2024-07-19,35299.70598,38277.0,-2977.2940200000003,-2244.3430799999987,-2005.3256,4,0
2024-07-22,33618.67236,35653.0,-2034.327640000001,-2412.340440000001,-2539.3157,0,0
2024-07-23,33612.67224,35622.0,-2009.3277599999997,-2882.313759999999,-2374.4504300000003,1,0
2024-07-24,35397.70794,37462.0,-2064.2920599999998,-1756.3135399999996,-2778.49635,2,0
2024-07-25,34951.69902,36448.0,-1496.30098,-1906.3635199999987,-1659.2830200000017,3,0
2024-07-26,33540.6708,36644.0,-3103.3292000000006,-2078.3804199999995,-2159.3161400000004,4,0
2024-07-29,33905.6781,36589.0,-2683.321900000001,-1721.3954,-1847.35518,0,0
2024-07-30,33720.674399999996,35726.0,-2005.3256,-2977.2940200000003,-2395.3527399999994,1,0
2024-07-31,34215.6843,36755.0,-2539.3157,-2034.327640000001,-2528.3902100000005,2,0
2024-08-01,34480.65519,36855.10562,-2374.4504300000003,-2009.3277599999997,-2348.4694500000005,3,0
2024-08-02,35325.64674,38104.14309,-2778.49635,-2064.2920599999998,-3271.4903,4,0
2024-08-05,30831.69168,32490.974700000002,-1659.2830200000017,-1496.30098,-2625.4972000000016,0,0
2024-08-06,31284.687149999998,33444.00329,-2159.3161400000004,-3103.3292000000006,-2778.490509999999,1,0
2024-08-07,32494.675049999998,34342.03023,-1847.35518,-2683.321900000001,-2227.331900000001,2,0
2024-08-08,32022.67977,34418.03251,-2395.3527399999994,-2005.3256,-2615.399220000001,3,0
2024-08-09,32859.6714,35388.06161,-2528.3902100000005,-2539.3157,-2366.3801099999996,4,0
2024-08-12,34975.65024,37324.11969,-2348.4694500000005,-2374.4504300000003,-2234.42375,0,0
2024-08-13,34804.65195,38076.14225,-3271.4903,-2778.49635,-2618.5309499999994,1,0
2024-08-14,35461.64538,38087.14258,-2625.4972000000016,-1659.2830200000017,-1738.476590000001,2,0
2024-08-16,35179.6482,37958.13871,-2778.490509999999,-2159.3161400000004,-2715.510260000001,4,0
2024-08-19,31627.68372,33855.01562,-2227.331900000001,-1847.35518,-2348.5368900000003,0,0
2024-08-20,33019.669799999996,35635.06902,-2615.399220000001,-2395.3527399999994,-2378.5125900000007,1,0
2024-08-21,32728.67271,35095.05282,-2366.3801099999996,-2528.3902100000005,-2490.58615,2,0
2024-08-22,33918.66081,36153.08456,-2234.42375,-2348.4694500000005,-2179.0217900000007,3,0
2024-08-23,36310.63689,38929.16784,-2618.5309499999994,-3271.4903,-2389.0238900000018,4,0
2024-08-26,35611.64388,37350.12047,-1738.476590000001,-2625.4972000000016,-2203.0220299999996,0,0
2024-08-27,35720.64279,38436.15305,-2715.510260000001,-2778.490509999999,-2420.0242000000007,1,0
2024-08-28,36661.63338,39010.17027,-2348.5368900000003,-2227.331900000001,-2304.023040000001,2,0
2024-08-29,36031.63968,38410.15227,-2378.5125900000007,-2615.399220000001,-1921.0192100000008,3,0
2024-08-30,37786.62213,40277.20828,-2490.58615,-2366.3801099999996,-1403.0140299999994,4,0
2024-09-02,36489.36489,38668.38668,-2179.0217900000007,-2234.42375,-1129.0112900000004,0,0
2024-09-03,37961.379609999996,40350.4035,-2389.0238900000018,-2618.5309499999994,-1193.0119300000003,1,0
2024-09-04,39217.39217,41420.4142,-2203.0220299999996,-1738.476590000001,-1953.0195300000007,2,0
2024-09-05,38354.38354,40774.40774,-2420.0242000000007,-2715.510260000001,-2753.02753,3,0
2024-09-06,39541.39541,41845.41845,-2304.023040000001,-2348.5368900000003,-847.0084700000004,4,0
2024-09-09,37395.37395,39316.39316,-1921.0192100000008,-2378.5125900000007,-4076.040759999999,0,0
2024-09-10,37411.37411,38814.388139999995,-1403.0140299999994,-2490.58615,-2810.0281000000004,1,0
2024-09-11,35374.35374,36503.36503,-1129.0112900000004,-2179.0217900000007,-1638.0163800000005,2,0
2024-09-12,31988.31988,33181.33181,-1193.0119300000003,-2389.0238900000018,-2294.02294,3,0
2024-09-13,32731.32731,34684.34684,-1953.0195300000007,-2203.0220299999996,-1957.0195699999992,4,0
2024-09-16,32110.3211,34863.34863,-2753.02753,-2420.0242000000007,-2174.02174,0,0
2024-09-18,22377.22377,23224.23224,-847.0084700000004,-2304.023040000001,-2502.0250200000014,2,0
2024-09-19,29823.29823,33899.33899,-4076.040759999999,-1921.0192100000008,-2390.023900000001,3,0
2024-09-20,33387.33387,36197.36197,-2810.0281000000004,-1403.0140299999994,-1825.0795300000018,4,0
2024-09-23,38573.38573,40211.40211,-1638.0163800000005,-1129.0112900000004,-2499.796000000002,0,0
2024-09-24,37788.37788,40082.40082,-2294.02294,-1193.0119300000003,-1827.8977300000024,1,0
2024-09-25,38526.38526,40483.40483,-1957.0195699999992,-1953.0195300000007,-2552.872250000003,2,0
2024-09-26,38155.38155,40329.40329,-2174.02174,-2753.02753,-2566.8499800000013,3,0
2024-09-27,39380.3938,41882.41882,-2502.0250200000014,-847.0084700000004,-3446.710790000002,4,0
2024-09-30,35114.35114,37504.37504,-2390.023900000001,-4076.040759999999,-1594.7272800000035,0,0
2024-10-01,29465.29465,31290.374180000003,-1825.0795300000018,-2810.0281000000004,-1873.7768400000032,1,0
2024-10-02,38466.38466,40966.180660000005,-2499.796000000002,-1638.0163800000005,-2177.781140000001,2,0
2024-10-07,35523.35523,37351.252960000005,-1827.8977300000024,-2294.02294,-2189.7660499999984,0,0
2024-10-08,35889.358889999996,38442.23114,-2552.872250000003,-1957.0195699999992,-2591.759180000002,1,0
2024-10-10,36622.366219999996,39189.2162,-2566.8499800000013,-2174.02174,-2119.787970000001,3,0
2024-10-11,40675.40675,44122.11754,-3446.710790000002,-2502.0250200000014,-1920.8424100000025,4,0
2024-10-14,41360.4136,42955.14088,-1594.7272800000035,-2390.023900000001,-1882.7475900000009,0,0
2024-10-15,39522.39522,41396.172060000004,-1873.7768400000032,-1825.0795300000018,-2369.699990000002,1,0
2024-10-16,39176.39176,41354.1729,-2177.781140000001,-2499.796000000002,-2977.678500000001,2,0
2024-10-17,39671.39671,41861.16276,-2189.7660499999984,-1827.8977300000024,-2024.8024700000017,3,0
2024-10-18,39632.39632,42224.1555,-2591.759180000002,-2552.872250000003,-2129.7992000000013,4,0
2024-10-21,38987.38987,41107.177840000004,-2119.787970000001,-2566.8499800000013,-2081.782070000001,0,0
2024-10-22,37305.37305,39226.21546,-1920.8424100000025,-3446.710790000002,-2472.7961500000015,1,0
2024-10-23,40491.40491,42374.152500000004,-1882.7475900000009,-1594.7272800000035,-3255.5224499999995,2,0
2024-10-24,41753.41753,44123.11752,-2369.699990000002,-1873.7768400000032,-1938.56661,3,0
2024-10-25,42064.42064,45042.09914,-2977.678500000001,-2177.781140000001,-1783.578739999999,4,0
2024-10-28,38567.38567,40592.18814,-2024.8024700000017,-2189.7660499999984,-1771.5733100000004,0,0
2024-10-29,38606.38606,40736.18526,-2129.7992000000013,-2591.759180000002,-2197.579270000001,1,0
2024-10-30,39209.39209,41291.17416,-2081.782070000001,-2119.787970000001,-2827.5383600000005,2,0
2024-10-31,38479.38479,40952.18094,-2472.7961500000015,-1920.8424100000025,-1875.5837700000016,3,0
2024-11-01,41242.58757,44498.11002,-3255.5224499999995,-1882.7475900000009,-2174.58749,4,0
2024-11-04,39460.60539,41399.172,-1938.56661,-2369.699990000002,-2063.580819999999,0,0
2024-11-05,38557.61442,40341.19316,-1783.578739999999,-2977.678500000001,-3223.5660300000004,1,0
2024-11-06,39124.60875,40896.18206,-1771.5733100000004,-2024.8024700000017,-3423.532199999999,2,0
2024-11-07,37676.62323,39874.2025,-2197.579270000001,-2129.7992000000013,-1709.6026600000027,3,0
2024-11-08,40507.59492,43335.13328,-2827.5383600000005,-2081.782070000001,-2439.590360000001,4,0
2024-11-11,37870.621289999995,39746.20506,-1875.5837700000016,-2472.7961500000015,-1671.59079,0,0
2024-11-12,36900.63099,39075.21848,-2174.58749,-3255.5224499999995,-2524.5690399999994,1,0
2024-11-13,37789.6221,39853.202919999996,-2063.580819999999,-1938.56661,-3466.5245900000014,2,0
2024-11-14,36948.63051,40172.19654,-3223.5660300000004,-1783.578739999999,-1485.6003799999992,3,0
2024-11-15,39931.60068,43355.13288,-3423.532199999999,-1771.5733100000004,-2022.5922500000004,4,0
2024-11-18,36313.63686,38023.23952,-1709.6026600000027,-2197.579270000001,-2672.564190000001,0,0
2024-11-19,36083.63916,38523.22952,-2439.590360000001,-2827.5383600000005,-2522.5761199999997,1,0
2024-11-20,37576.62423,39248.215019999996,-1671.59079,-1875.5837700000016,-2988.530849999999,2,0
