사용일자,in_final,out_final,net_in_out_final,pre_week,next_week,week,weekend&public holiday
2023-02-16,26477.47044,28001.28001,-1523.8095699999994,-1093.76597,-1738.8457699999997,3,0
2023-02-17,28051.43896,30065.300649999997,-2013.8616900000006,-1779.78573,-1064.9096500000005,4,0
2023-02-20,26677.46644,27819.278189999997,-1141.8117499999985,-1360.7848099999999,-2032.979669999999,0,0
2023-02-21,27080.45838,28561.28561,-1480.8272300000008,-1858.8351499999999,-1984.9801499999996,1,0
2023-02-22,28448.43102,29707.29707,-1258.8660500000003,-1155.7710599999991,-1553.9844599999997,2,0
2023-02-23,28707.42584,31132.311319999997,-2424.8854799999995,-1392.7987200000007,-2080.9791899999996,3,0
2023-02-24,30976.38046,33181.331809999996,-2204.9513500000003,-1220.8100500000003,-1791.9820800000016,4,0
2023-02-27,27612.44774,29351.29351,-1738.8457699999997,-1523.8095699999994,-1767.9823200000005,0,0
2023-02-28,29966.40066,31031.31031,-1064.9096500000005,-2013.8616900000006,-2322.976770000001,1,0
2023-03-02,29690.70309,31723.68276,-2032.979669999999,-1141.8117499999985,-1849.9814999999994,3,0
2023-03-03,31000.68999,32985.67014,-1984.9801499999996,-1480.8272300000008,-1748.9825099999998,4,0
