,yearmonthdatetime,승차총승객수,monthtime,datetime,in,ratio,time,평일,토요일,일요일,base
0,202409300000,35114,202409,2024090000,61.80064,0.00176,00,11.05,0.0,0.0,32757.0
1,202409300100,35114,202409,2024090100,0.35114,1e-05,01,,,,
2,202409300200,35114,202409,2024090200,0.0,0.0,02,,,,
3,202409300300,35114,202409,2024090300,0.0,0.0,03,,,,
4,202409300400,35114,202409,2024090400,1.05342,3e-05,04,,,,
5,202409300500,35114,202409,2024090500,60.39608,0.00172,05,5.7,5.05,2.55,32757.0
6,202409300600,35114,202409,2024090600,140.456,0.004,06,15.4,12.45,7.85,32757.0
7,202409300700,35114,202409,2024090700,303.38496,0.00864,07,23.15,14.35,10.7,32757.0
8,202409300800,35114,202409,2024090800,625.0292,0.0178,08,40.5,29.35,19.85,32757.0
9,202409300900,35114,202409,2024090900,1089.2362799999999,0.03102,09,32.65,38.45,24.9,32757.0
10,202409301000,35114,202409,2024091000,1278.50074,0.03641,10,33.849999999999994,43.25,31.0,32757.0
11,202409301100,35114,202409,2024091100,1489.1847400000001,0.04241,11,30.0,44.75,34.5,32757.0
12,202409301200,35114,202409,2024091200,1553.7945,0.04425,12,38.099999999999994,46.35,32.25,32757.0
13,202409301300,35114,202409,2024091300,1675.2889400000001,0.04771,13,39.349999999999994,45.8,38.25,32757.0
14,202409301400,35114,202409,2024091400,2070.32144,0.05896,14,41.8,49.1,33.9,32757.0
15,202409301500,35114,202409,2024091500,2587.1995199999997,0.07368,15,48.05,52.9,36.8,32757.0
16,202409301600,35114,202409,2024091600,3020.1551400000003,0.08601,16,53.599999999999994,57.5,38.1,32757.0
17,202409301700,35114,202409,2024091700,3352.6847199999997,0.09548,17,73.94999999999999,57.65,35.85,32757.0
18,202409301800,35114,202409,2024091800,4389.25,0.125,18,76.35,54.05,41.75,32757.0
19,202409301900,35114,202409,2024091900,2874.43204,0.08186,19,44.85,48.8,41.6,32757.0
20,202409302000,35114,202409,2024092000,2581.93242,0.07353,20,33.5,46.1,39.15,32757.0
21,202409302100,35114,202409,2024092100,2581.58128,0.07352,21,30.75,44.2,35.95,32757.0
22,202409302200,35114,202409,2024092200,2393.72138,0.06817,22,42.75,39.2,29.6,32757.0
23,202409302300,35114,202409,2024092300,984.59656,0.02804,23,27.85,38.55,27.9,32757.0
24,202409290000,30053,202409,2024090000,52.893280000000004,0.00176,00,11.05,0.0,0.0,32757.0
25,202409290100,30053,202409,2024090100,0.30053,1e-05,01,,,,
26,202409290200,30053,202409,2024090200,0.0,0.0,02,,,,
27,202409290300,30053,202409,2024090300,0.0,0.0,03,,,,
28,202409290400,30053,202409,2024090400,0.90159,3e-05,04,,,,
29,202409290500,30053,202409,2024090500,51.691159999999996,0.00172,05,5.7,5.05,2.55,32757.0
30,202409290600,30053,202409,2024090600,120.212,0.004,06,15.4,12.45,7.85,32757.0
31,202409290700,30053,202409,2024090700,259.65792,0.00864,07,23.15,14.35,10.7,32757.0
32,202409290800,30053,202409,2024090800,534.9434,0.0178,08,40.5,29.35,19.85,32757.0
33,202409290900,30053,202409,2024090900,932.24406,0.03102,09,32.65,38.45,24.9,32757.0
34,202409291000,30053,202409,2024091000,1094.22973,0.03641,10,33.849999999999994,43.25,31.0,32757.0
35,202409291100,30053,202409,2024091100,1274.54773,0.04241,11,30.0,44.75,34.5,32757.0
36,202409291200,30053,202409,2024091200,1329.8452499999999,0.04425,12,38.099999999999994,46.35,32.25,32757.0
37,202409291300,30053,202409,2024091300,1433.82863,0.04771,13,39.349999999999994,45.8,38.25,32757.0
38,202409291400,30053,202409,2024091400,1771.92488,0.05896,14,41.8,49.1,33.9,32757.0
39,202409291500,30053,202409,2024091500,2214.3050399999997,0.07368,15,48.05,52.9,36.8,32757.0
40,202409291600,30053,202409,2024091600,2584.85853,0.08601,16,53.599999999999994,57.5,38.1,32757.0
41,202409291700,30053,202409,2024091700,2869.46044,0.09548,17,73.94999999999999,57.65,35.85,32757.0
42,202409291800,30053,202409,2024091800,3756.625,0.125,18,76.35,54.05,41.75,32757.0
43,202409291900,30053,202409,2024091900,2460.1385800000003,0.08186,19,44.85,48.8,41.6,32757.0
44,202409292000,30053,202409,2024092000,2209.79709,0.07353,20,33.5,46.1,39.15,32757.0
45,202409292100,30053,202409,2024092100,2209.49656,0.07352,21,30.75,44.2,35.95,32757.0
46,202409292200,30053,202409,2024092200,2048.71301,0.06817,22,42.75,39.2,29.6,32757.0
47,202409292300,30053,202409,2024092300,842.68612,0.02804,23,27.85,38.55,27.9,32757.0
48,202409280000,35516,202409,2024090000,62.508160000000004,0.00176,00,11.05,0.0,0.0,32757.0
49,202409280100,35516,202409,2024090100,0.35516000000000003,1e-05,01,,,,
50,202409280200,35516,202409,2024090200,0.0,0.0,02,,,,
51,202409280300,35516,202409,2024090300,0.0,0.0,03,,,,
52,202409280400,35516,202409,2024090400,1.06548,3e-05,04,,,,
53,202409280500,35516,202409,2024090500,61.08752,0.00172,05,5.7,5.05,2.55,32757.0
54,202409280600,35516,202409,2024090600,142.064,0.004,06,15.4,12.45,7.85,32757.0
55,202409280700,35516,202409,2024090700,306.85824,0.00864,07,23.15,14.35,10.7,32757.0
56,202409280800,35516,202409,2024090800,632.1848,0.0178,08,40.5,29.35,19.85,32757.0
57,202409280900,35516,202409,2024090900,1101.70632,0.03102,09,32.65,38.45,24.9,32757.0
58,202409281000,35516,202409,2024091000,1293.13756,0.03641,10,33.849999999999994,43.25,31.0,32757.0
59,202409281100,35516,202409,2024091100,1506.2335600000001,0.04241,11,30.0,44.75,34.5,32757.0
60,202409281200,35516,202409,2024091200,1571.5829999999999,0.04425,12,38.099999999999994,46.35,32.25,32757.0
61,202409281300,35516,202409,2024091300,1694.46836,0.04771,13,39.349999999999994,45.8,38.25,32757.0
62,202409281400,35516,202409,2024091400,2094.02336,0.05896,14,41.8,49.1,33.9,32757.0
63,202409281500,35516,202409,2024091500,2616.81888,0.07368,15,48.05,52.9,36.8,32757.0
64,202409281600,35516,202409,2024091600,3054.7311600000003,0.08601,16,53.599999999999994,57.5,38.1,32757.0
65,202409281700,35516,202409,2024091700,3391.0676799999997,0.09548,17,73.94999999999999,57.65,35.85,32757.0
66,202409281800,35516,202409,2024091800,4439.5,0.125,18,76.35,54.05,41.75,32757.0
67,202409281900,35516,202409,2024091900,2907.3397600000003,0.08186,19,44.85,48.8,41.6,32757.0
68,202409282000,35516,202409,2024092000,2611.49148,0.07353,20,33.5,46.1,39.15,32757.0
69,202409282100,35516,202409,2024092100,2611.13632,0.07352,21,30.75,44.2,35.95,32757.0
70,202409282200,35516,202409,2024092200,2421.12572,0.06817,22,42.75,39.2,29.6,32757.0
71,202409282300,35516,202409,2024092300,995.8686399999999,0.02804,23,27.85,38.55,27.9,32757.0
72,202409270000,39380,202409,2024090000,69.3088,0.00176,00,11.05,0.0,0.0,32757.0
73,202409270100,39380,202409,2024090100,0.39380000000000004,1e-05,01,,,,
74,202409270200,39380,202409,2024090200,0.0,0.0,02,,,,
75,202409270300,39380,202409,2024090300,0.0,0.0,03,,,,
76,202409270400,39380,202409,2024090400,1.1814,3e-05,04,,,,
77,202409270500,39380,202409,2024090500,67.7336,0.00172,05,5.7,5.05,2.55,32757.0
78,202409270600,39380,202409,2024090600,157.52,0.004,06,15.4,12.45,7.85,32757.0
79,202409270700,39380,202409,2024090700,340.2432,0.00864,07,23.15,14.35,10.7,32757.0
80,202409270800,39380,202409,2024090800,700.9639999999999,0.0178,08,40.5,29.35,19.85,32757.0
81,202409270900,39380,202409,2024090900,1221.5675999999999,0.03102,09,32.65,38.45,24.9,32757.0
82,202409271000,39380,202409,2024091000,1433.8257999999998,0.03641,10,33.849999999999994,43.25,31.0,32757.0
83,202409271100,39380,202409,2024091100,1670.1058,0.04241,11,30.0,44.75,34.5,32757.0
84,202409271200,39380,202409,2024091200,1742.5649999999998,0.04425,12,38.099999999999994,46.35,32.25,32757.0
85,202409271300,39380,202409,2024091300,1878.8198,0.04771,13,39.349999999999994,45.8,38.25,32757.0
86,202409271400,39380,202409,2024091400,2321.8448,0.05896,14,41.8,49.1,33.9,32757.0
87,202409271500,39380,202409,2024091500,2901.5184,0.07368,15,48.05,52.9,36.8,32757.0
88,202409271600,39380,202409,2024091600,3387.0738,0.08601,16,53.599999999999994,57.5,38.1,32757.0
89,202409271700,39380,202409,2024091700,3760.0024,0.09548,17,73.94999999999999,57.65,35.85,32757.0
90,202409271800,39380,202409,2024091800,4922.5,0.125,18,76.35,54.05,41.75,32757.0
91,202409271900,39380,202409,2024091900,3223.6468,0.08186,19,44.85,48.8,41.6,32757.0
92,202409272000,39380,202409,2024092000,2895.6114,0.07353,20,33.5,46.1,39.15,32757.0
93,202409272100,39380,202409,2024092100,2895.2176,0.07352,21,30.75,44.2,35.95,32757.0
94,202409272200,39380,202409,2024092200,2684.5346,0.06817,22,42.75,39.2,29.6,32757.0
95,202409272300,39380,202409,2024092300,1104.2151999999999,0.02804,23,27.85,38.55,27.9,32757.0
96,202409260000,38155,202409,2024090000,67.1528,0.00176,00,11.05,0.0,0.0,32757.0
97,202409260100,38155,202409,2024090100,0.38155000000000006,1e-05,01,,,,
98,202409260200,38155,202409,2024090200,0.0,0.0,02,,,,
99,202409260300,38155,202409,2024090300,0.0,0.0,03,,,,
100,202409260400,38155,202409,2024090400,1.14465,3e-05,04,,,,
101,202409260500,38155,202409,2024090500,65.6266,0.00172,05,5.7,5.05,2.55,32757.0
102,202409260600,38155,202409,2024090600,152.62,0.004,06,15.4,12.45,7.85,32757.0
103,202409260700,38155,202409,2024090700,329.6592,0.00864,07,23.15,14.35,10.7,32757.0
104,202409260800,38155,202409,2024090800,679.159,0.0178,08,40.5,29.35,19.85,32757.0
105,202409260900,38155,202409,2024090900,1183.5681,0.03102,09,32.65,38.45,24.9,32757.0
106,202409261000,38155,202409,2024091000,1389.22355,0.03641,10,33.849999999999994,43.25,31.0,32757.0
107,202409261100,38155,202409,2024091100,1618.1535500000002,0.04241,11,30.0,44.75,34.5,32757.0
108,202409261200,38155,202409,2024091200,1688.3587499999999,0.04425,12,38.099999999999994,46.35,32.25,32757.0
109,202409261300,38155,202409,2024091300,1820.37505,0.04771,13,39.349999999999994,45.8,38.25,32757.0
110,202409261400,38155,202409,2024091400,2249.6187999999997,0.05896,14,41.8,49.1,33.9,32757.0
111,202409261500,38155,202409,2024091500,2811.2603999999997,0.07368,15,48.05,52.9,36.8,32757.0
112,202409261600,38155,202409,2024091600,3281.71155,0.08601,16,53.599999999999994,57.5,38.1,32757.0
113,202409261700,38155,202409,2024091700,3643.0393999999997,0.09548,17,73.94999999999999,57.65,35.85,32757.0
114,202409261800,38155,202409,2024091800,4769.375,0.125,18,76.35,54.05,41.75,32757.0
115,202409261900,38155,202409,2024091900,3123.3683,0.08186,19,44.85,48.8,41.6,32757.0
116,202409262000,38155,202409,2024092000,2805.53715,0.07353,20,33.5,46.1,39.15,32757.0
117,202409262100,38155,202409,2024092100,2805.1556,0.07352,21,30.75,44.2,35.95,32757.0
118,202409262200,38155,202409,2024092200,2601.0263499999996,0.06817,22,42.75,39.2,29.6,32757.0
119,202409262300,38155,202409,2024092300,1069.8662,0.02804,23,27.85,38.55,27.9,32757.0
120,202409250000,38526,202409,2024090000,67.80576,0.00176,00,11.05,0.0,0.0,32757.0
121,202409250100,38526,202409,2024090100,0.38526000000000005,1e-05,01,,,,
122,202409250200,38526,202409,2024090200,0.0,0.0,02,,,,
123,202409250300,38526,202409,2024090300,0.0,0.0,03,,,,
124,202409250400,38526,202409,2024090400,1.15578,3e-05,04,,,,
125,202409250500,38526,202409,2024090500,66.26472,0.00172,05,5.7,5.05,2.55,32757.0
126,202409250600,38526,202409,2024090600,154.104,0.004,06,15.4,12.45,7.85,32757.0
127,202409250700,38526,202409,2024090700,332.86464,0.00864,07,23.15,14.35,10.7,32757.0
128,202409250800,38526,202409,2024090800,685.7628,0.0178,08,40.5,29.35,19.85,32757.0
129,202409250900,38526,202409,2024090900,1195.07652,0.03102,09,32.65,38.45,24.9,32757.0
130,202409251000,38526,202409,2024091000,1402.73166,0.03641,10,33.849999999999994,43.25,31.0,32757.0
131,202409251100,38526,202409,2024091100,1633.88766,0.04241,11,30.0,44.75,34.5,32757.0
132,202409251200,38526,202409,2024091200,1704.7755,0.04425,12,38.099999999999994,46.35,32.25,32757.0
133,202409251300,38526,202409,2024091300,1838.07546,0.04771,13,39.349999999999994,45.8,38.25,32757.0
134,202409251400,38526,202409,2024091400,2271.49296,0.05896,14,41.8,49.1,33.9,32757.0
135,202409251500,38526,202409,2024091500,2838.59568,0.07368,15,48.05,52.9,36.8,32757.0
136,202409251600,38526,202409,2024091600,3313.62126,0.08601,16,53.599999999999994,57.5,38.1,32757.0
137,202409251700,38526,202409,2024091700,3678.4624799999997,0.09548,17,73.94999999999999,57.65,35.85,32757.0
138,202409251800,38526,202409,2024091800,4815.75,0.125,18,76.35,54.05,41.75,32757.0
139,202409251900,38526,202409,2024091900,3153.7383600000003,0.08186,19,44.85,48.8,41.6,32757.0
140,202409252000,38526,202409,2024092000,2832.81678,0.07353,20,33.5,46.1,39.15,32757.0
141,202409252100,38526,202409,2024092100,2832.43152,0.07352,21,30.75,44.2,35.95,32757.0
142,202409252200,38526,202409,2024092200,2626.31742,0.06817,22,42.75,39.2,29.6,32757.0
143,202409252300,38526,202409,2024092300,1080.26904,0.02804,23,27.85,38.55,27.9,32757.0
144,202409240000,37788,202409,2024090000,66.50688,0.00176,00,11.05,0.0,0.0,32757.0
145,202409240100,37788,202409,2024090100,0.37788000000000005,1e-05,01,,,,
146,202409240200,37788,202409,2024090200,0.0,0.0,02,,,,
147,202409240300,37788,202409,2024090300,0.0,0.0,03,,,,
148,202409240400,37788,202409,2024090400,1.13364,3e-05,04,,,,
149,202409240500,37788,202409,2024090500,64.99536,0.00172,05,5.7,5.05,2.55,32757.0
150,202409240600,37788,202409,2024090600,151.15200000000002,0.004,06,15.4,12.45,7.85,32757.0
151,202409240700,37788,202409,2024090700,326.48832,0.00864,07,23.15,14.35,10.7,32757.0
152,202409240800,37788,202409,2024090800,672.6264,0.0178,08,40.5,29.35,19.85,32757.0
153,202409240900,37788,202409,2024090900,1172.18376,0.03102,09,32.65,38.45,24.9,32757.0
154,202409241000,37788,202409,2024091000,1375.86108,0.03641,10,33.849999999999994,43.25,31.0,32757.0
155,202409241100,37788,202409,2024091100,1602.5890800000002,0.04241,11,30.0,44.75,34.5,32757.0
156,202409241200,37788,202409,2024091200,1672.119,0.04425,12,38.099999999999994,46.35,32.25,32757.0
157,202409241300,37788,202409,2024091300,1802.8654800000002,0.04771,13,39.349999999999994,45.8,38.25,32757.0
158,202409241400,37788,202409,2024091400,2227.98048,0.05896,14,41.8,49.1,33.9,32757.0
159,202409241500,37788,202409,2024091500,2784.2198399999997,0.07368,15,48.05,52.9,36.8,32757.0
160,202409241600,37788,202409,2024091600,3250.14588,0.08601,16,53.599999999999994,57.5,38.1,32757.0
161,202409241700,37788,202409,2024091700,3607.99824,0.09548,17,73.94999999999999,57.65,35.85,32757.0
162,202409241800,37788,202409,2024091800,4723.5,0.125,18,76.35,54.05,41.75,32757.0
163,202409241900,37788,202409,2024091900,3093.32568,0.08186,19,44.85,48.8,41.6,32757.0
164,202409242000,37788,202409,2024092000,2778.55164,0.07353,20,33.5,46.1,39.15,32757.0
165,202409242100,37788,202409,2024092100,2778.17376,0.07352,21,30.75,44.2,35.95,32757.0
166,202409242200,37788,202409,2024092200,2576.00796,0.06817,22,42.75,39.2,29.6,32757.0
167,202409242300,37788,202409,2024092300,1059.5755199999999,0.02804,23,27.85,38.55,27.9,32757.0
168,202409230000,38573,202409,2024090000,67.88848,0.00176,00,11.05,0.0,0.0,32757.0
169,202409230100,38573,202409,2024090100,0.38573,1e-05,01,,,,
170,202409230200,38573,202409,2024090200,0.0,0.0,02,,,,
171,202409230300,38573,202409,2024090300,0.0,0.0,03,,,,
172,202409230400,38573,202409,2024090400,1.15719,3e-05,04,,,,
173,202409230500,38573,202409,2024090500,66.34555999999999,0.00172,05,5.7,5.05,2.55,32757.0
174,202409230600,38573,202409,2024090600,154.292,0.004,06,15.4,12.45,7.85,32757.0
175,202409230700,38573,202409,2024090700,333.27072,0.00864,07,23.15,14.35,10.7,32757.0
176,202409230800,38573,202409,2024090800,686.5994,0.0178,08,40.5,29.35,19.85,32757.0
177,202409230900,38573,202409,2024090900,1196.5344599999999,0.03102,09,32.65,38.45,24.9,32757.0
178,202409231000,38573,202409,2024091000,1404.44293,0.03641,10,33.849999999999994,43.25,31.0,32757.0
179,202409231100,38573,202409,2024091100,1635.88093,0.04241,11,30.0,44.75,34.5,32757.0
180,202409231200,38573,202409,2024091200,1706.8552499999998,0.04425,12,38.099999999999994,46.35,32.25,32757.0
181,202409231300,38573,202409,2024091300,1840.3178300000002,0.04771,13,39.349999999999994,45.8,38.25,32757.0
182,202409231400,38573,202409,2024091400,2274.26408,0.05896,14,41.8,49.1,33.9,32757.0
183,202409231500,38573,202409,2024091500,2842.0586399999997,0.07368,15,48.05,52.9,36.8,32757.0
184,202409231600,38573,202409,2024091600,3317.66373,0.08601,16,53.599999999999994,57.5,38.1,32757.0
185,202409231700,38573,202409,2024091700,3682.9500399999997,0.09548,17,73.94999999999999,57.65,35.85,32757.0
186,202409231800,38573,202409,2024091800,4821.625,0.125,18,76.35,54.05,41.75,32757.0
187,202409231900,38573,202409,2024091900,3157.58578,0.08186,19,44.85,48.8,41.6,32757.0
188,202409232000,38573,202409,2024092000,2836.27269,0.07353,20,33.5,46.1,39.15,32757.0
189,202409232100,38573,202409,2024092100,2835.8869600000003,0.07352,21,30.75,44.2,35.95,32757.0
190,202409232200,38573,202409,2024092200,2629.52141,0.06817,22,42.75,39.2,29.6,32757.0
191,202409232300,38573,202409,2024092300,1081.58692,0.02804,23,27.85,38.55,27.9,32757.0
192,202409220000,31093,202409,2024090000,54.72368,0.00176,00,11.05,0.0,0.0,32757.0
193,202409220100,31093,202409,2024090100,0.31093000000000004,1e-05,01,,,,
194,202409220200,31093,202409,2024090200,0.0,0.0,02,,,,
195,202409220300,31093,202409,2024090300,0.0,0.0,03,,,,
196,202409220400,31093,202409,2024090400,0.93279,3e-05,04,,,,
197,202409220500,31093,202409,2024090500,53.47996,0.00172,05,5.7,5.05,2.55,32757.0
198,202409220600,31093,202409,2024090600,124.372,0.004,06,15.4,12.45,7.85,32757.0
199,202409220700,31093,202409,2024090700,268.64352,0.00864,07,23.15,14.35,10.7,32757.0
200,202409220800,31093,202409,2024090800,553.4553999999999,0.0178,08,40.5,29.35,19.85,32757.0
201,202409220900,31093,202409,2024090900,964.50486,0.03102,09,32.65,38.45,24.9,32757.0
202,202409221000,31093,202409,2024091000,1132.09613,0.03641,10,33.849999999999994,43.25,31.0,32757.0
203,202409221100,31093,202409,2024091100,1318.6541300000001,0.04241,11,30.0,44.75,34.5,32757.0
204,202409221200,31093,202409,2024091200,1375.8652499999998,0.04425,12,38.099999999999994,46.35,32.25,32757.0
205,202409221300,31093,202409,2024091300,1483.44703,0.04771,13,39.349999999999994,45.8,38.25,32757.0
206,202409221400,31093,202409,2024091400,1833.24328,0.05896,14,41.8,49.1,33.9,32757.0
207,202409221500,31093,202409,2024091500,2290.9322399999996,0.07368,15,48.05,52.9,36.8,32757.0
208,202409221600,31093,202409,2024091600,2674.30893,0.08601,16,53.599999999999994,57.5,38.1,32757.0
209,202409221700,31093,202409,2024091700,2968.7596399999998,0.09548,17,73.94999999999999,57.65,35.85,32757.0
210,202409221800,31093,202409,2024091800,3886.625,0.125,18,76.35,54.05,41.75,32757.0
211,202409221900,31093,202409,2024091900,2545.27298,0.08186,19,44.85,48.8,41.6,32757.0
212,202409222000,31093,202409,2024092000,2286.26829,0.07353,20,33.5,46.1,39.15,32757.0
213,202409222100,31093,202409,2024092100,2285.95736,0.07352,21,30.75,44.2,35.95,32757.0
214,202409222200,31093,202409,2024092200,2119.60981,0.06817,22,42.75,39.2,29.6,32757.0
215,202409222300,31093,202409,2024092300,871.84772,0.02804,23,27.85,38.55,27.9,32757.0
216,202409210000,31962,202409,2024090000,56.25312,0.00176,00,11.05,0.0,0.0,32757.0
217,202409210100,31962,202409,2024090100,0.31962,1e-05,01,,,,
218,202409210200,31962,202409,2024090200,0.0,0.0,02,,,,
219,202409210300,31962,202409,2024090300,0.0,0.0,03,,,,
220,202409210400,31962,202409,2024090400,0.95886,3e-05,04,,,,
221,202409210500,31962,202409,2024090500,54.97464,0.00172,05,5.7,5.05,2.55,32757.0
222,202409210600,31962,202409,2024090600,127.848,0.004,06,15.4,12.45,7.85,32757.0
223,202409210700,31962,202409,2024090700,276.15168,0.00864,07,23.15,14.35,10.7,32757.0
224,202409210800,31962,202409,2024090800,568.9236,0.0178,08,40.5,29.35,19.85,32757.0
225,202409210900,31962,202409,2024090900,991.46124,0.03102,09,32.65,38.45,24.9,32757.0
226,202409211000,31962,202409,2024091000,1163.73642,0.03641,10,33.849999999999994,43.25,31.0,32757.0
227,202409211100,31962,202409,2024091100,1355.5084200000001,0.04241,11,30.0,44.75,34.5,32757.0
228,202409211200,31962,202409,2024091200,1414.3184999999999,0.04425,12,38.099999999999994,46.35,32.25,32757.0
229,202409211300,31962,202409,2024091300,1524.90702,0.04771,13,39.349999999999994,45.8,38.25,32757.0
230,202409211400,31962,202409,2024091400,1884.4795199999999,0.05896,14,41.8,49.1,33.9,32757.0
231,202409211500,31962,202409,2024091500,2354.9601599999996,0.07368,15,48.05,52.9,36.8,32757.0
232,202409211600,31962,202409,2024091600,2749.05162,0.08601,16,53.599999999999994,57.5,38.1,32757.0
233,202409211700,31962,202409,2024091700,3051.7317599999997,0.09548,17,73.94999999999999,57.65,35.85,32757.0
234,202409211800,31962,202409,2024091800,3995.25,0.125,18,76.35,54.05,41.75,32757.0
235,202409211900,31962,202409,2024091900,2616.40932,0.08186,19,44.85,48.8,41.6,32757.0
236,202409212000,31962,202409,2024092000,2350.16586,0.07353,20,33.5,46.1,39.15,32757.0
237,202409212100,31962,202409,2024092100,2349.84624,0.07352,21,30.75,44.2,35.95,32757.0
238,202409212200,31962,202409,2024092200,2178.8495399999997,0.06817,22,42.75,39.2,29.6,32757.0
239,202409212300,31962,202409,2024092300,896.21448,0.02804,23,27.85,38.55,27.9,32757.0
240,202409200000,33387,202409,2024090000,58.761120000000005,0.00176,00,11.05,0.0,0.0,32757.0
241,202409200100,33387,202409,2024090100,0.33387,1e-05,01,,,,
242,202409200200,33387,202409,2024090200,0.0,0.0,02,,,,
243,202409200300,33387,202409,2024090300,0.0,0.0,03,,,,
244,202409200400,33387,202409,2024090400,1.0016100000000001,3e-05,04,,,,
245,202409200500,33387,202409,2024090500,57.42564,0.00172,05,5.7,5.05,2.55,32757.0
246,202409200600,33387,202409,2024090600,133.548,0.004,06,15.4,12.45,7.85,32757.0
247,202409200700,33387,202409,2024090700,288.46368,0.00864,07,23.15,14.35,10.7,32757.0
248,202409200800,33387,202409,2024090800,594.2886,0.0178,08,40.5,29.35,19.85,32757.0
249,202409200900,33387,202409,2024090900,1035.66474,0.03102,09,32.65,38.45,24.9,32757.0
250,202409201000,33387,202409,2024091000,1215.62067,0.03641,10,33.849999999999994,43.25,31.0,32757.0
251,202409201100,33387,202409,2024091100,1415.9426700000001,0.04241,11,30.0,44.75,34.5,32757.0
252,202409201200,33387,202409,2024091200,1477.37475,0.04425,12,38.099999999999994,46.35,32.25,32757.0
253,202409201300,33387,202409,2024091300,1592.8937700000001,0.04771,13,39.349999999999994,45.8,38.25,32757.0
254,202409201400,33387,202409,2024091400,1968.49752,0.05896,14,41.8,49.1,33.9,32757.0
255,202409201500,33387,202409,2024091500,2459.95416,0.07368,15,48.05,52.9,36.8,32757.0
256,202409201600,33387,202409,2024091600,2871.61587,0.08601,16,53.599999999999994,57.5,38.1,32757.0
257,202409201700,33387,202409,2024091700,3187.79076,0.09548,17,73.94999999999999,57.65,35.85,32757.0
258,202409201800,33387,202409,2024091800,4173.375,0.125,18,76.35,54.05,41.75,32757.0
259,202409201900,33387,202409,2024091900,2733.05982,0.08186,19,44.85,48.8,41.6,32757.0
260,202409202000,33387,202409,2024092000,2454.94611,0.07353,20,33.5,46.1,39.15,32757.0
261,202409202100,33387,202409,2024092100,2454.61224,0.07352,21,30.75,44.2,35.95,32757.0
262,202409202200,33387,202409,2024092200,2275.99179,0.06817,22,42.75,39.2,29.6,32757.0
263,202409202300,33387,202409,2024092300,936.17148,0.02804,23,27.85,38.55,27.9,32757.0
264,202409190000,29823,202409,2024090000,52.48848,0.00176,00,11.05,0.0,0.0,32757.0
265,202409190100,29823,202409,2024090100,0.29823000000000005,1e-05,01,,,,
266,202409190200,29823,202409,2024090200,0.0,0.0,02,,,,
267,202409190300,29823,202409,2024090300,0.0,0.0,03,,,,
268,202409190400,29823,202409,2024090400,0.89469,3e-05,04,,,,
269,202409190500,29823,202409,2024090500,51.29556,0.00172,05,5.7,5.05,2.55,32757.0
270,202409190600,29823,202409,2024090600,119.292,0.004,06,15.4,12.45,7.85,32757.0
271,202409190700,29823,202409,2024090700,257.67072,0.00864,07,23.15,14.35,10.7,32757.0
272,202409190800,29823,202409,2024090800,530.8494,0.0178,08,40.5,29.35,19.85,32757.0
273,202409190900,29823,202409,2024090900,925.10946,0.03102,09,32.65,38.45,24.9,32757.0
274,202409191000,29823,202409,2024091000,1085.8554299999998,0.03641,10,33.849999999999994,43.25,31.0,32757.0
275,202409191100,29823,202409,2024091100,1264.7934300000002,0.04241,11,30.0,44.75,34.5,32757.0
276,202409191200,29823,202409,2024091200,1319.6677499999998,0.04425,12,38.099999999999994,46.35,32.25,32757.0
277,202409191300,29823,202409,2024091300,1422.85533,0.04771,13,39.349999999999994,45.8,38.25,32757.0
278,202409191400,29823,202409,2024091400,1758.36408,0.05896,14,41.8,49.1,33.9,32757.0
279,202409191500,29823,202409,2024091500,2197.35864,0.07368,15,48.05,52.9,36.8,32757.0
280,202409191600,29823,202409,2024091600,2565.07623,0.08601,16,53.599999999999994,57.5,38.1,32757.0
281,202409191700,29823,202409,2024091700,2847.50004,0.09548,17,73.94999999999999,57.65,35.85,32757.0
282,202409191800,29823,202409,2024091800,3727.875,0.125,18,76.35,54.05,41.75,32757.0
283,202409191900,29823,202409,2024091900,2441.3107800000002,0.08186,19,44.85,48.8,41.6,32757.0
284,202409192000,29823,202409,2024092000,2192.88519,0.07353,20,33.5,46.1,39.15,32757.0
285,202409192100,29823,202409,2024092100,2192.58696,0.07352,21,30.75,44.2,35.95,32757.0
286,202409192200,29823,202409,2024092200,2033.0339099999999,0.06817,22,42.75,39.2,29.6,32757.0
287,202409192300,29823,202409,2024092300,836.2369199999999,0.02804,23,27.85,38.55,27.9,32757.0
288,202409180000,22377,202409,2024090000,39.383520000000004,0.00176,00,11.05,0.0,0.0,32757.0
289,202409180100,22377,202409,2024090100,0.22377000000000002,1e-05,01,,,,
290,202409180200,22377,202409,2024090200,0.0,0.0,02,,,,
291,202409180300,22377,202409,2024090300,0.0,0.0,03,,,,
292,202409180400,22377,202409,2024090400,0.67131,3e-05,04,,,,
293,202409180500,22377,202409,2024090500,38.48844,0.00172,05,5.7,5.05,2.55,32757.0
294,202409180600,22377,202409,2024090600,89.508,0.004,06,15.4,12.45,7.85,32757.0
295,202409180700,22377,202409,2024090700,193.33728,0.00864,07,23.15,14.35,10.7,32757.0
296,202409180800,22377,202409,2024090800,398.3106,0.0178,08,40.5,29.35,19.85,32757.0
297,202409180900,22377,202409,2024090900,694.13454,0.03102,09,32.65,38.45,24.9,32757.0
298,202409181000,22377,202409,2024091000,814.7465699999999,0.03641,10,33.849999999999994,43.25,31.0,32757.0
