,yearmonthdatetime,승차총승객수,monthtime,datetime,in,ratio,time,평일,토요일,일요일,base
1133,202408140500,35462,202408,2024080500,61.70388,0.00174,05,5.7,5.05,2.55,32757.0
1134,202408140600,35462,202408,2024080600,139.72028,0.00394,06,15.4,12.45,7.85,32757.0
1135,202408140700,35462,202408,2024080700,292.91612,0.00826,07,23.15,14.35,10.7,32757.0
1136,202408140800,35462,202408,2024080800,589.37844,0.01662,08,40.5,29.35,19.85,32757.0
1137,202408140900,35462,202408,2024080900,1140.1033,0.03215,09,32.65,38.45,24.9,32757.0
1138,202408141000,35462,202408,2024081000,1408.90526,0.03973,10,33.849999999999994,43.25,31.0,32757.0
1139,202408141100,35462,202408,2024081100,1580.89596,0.04458,11,30.0,44.75,34.5,32757.0
1140,202408141200,35462,202408,2024081200,1566.00192,0.04416,12,38.099999999999994,46.35,32.25,32757.0
1141,202408141300,35462,202408,2024081300,1670.61482,0.04711,13,39.349999999999994,45.8,38.25,32757.0
1142,202408141400,35462,202408,2024081400,1942.96298,0.05479,14,41.8,49.1,33.9,32757.0
1143,202408141500,35462,202408,2024081500,2344.39282,0.06611,15,48.05,52.9,36.8,32757.0
1144,202408141600,35462,202408,2024081600,2883.41522,0.08131,16,53.599999999999994,57.5,38.1,32757.0
1145,202408141700,35462,202408,2024081700,3400.8058,0.0959,17,73.94999999999999,57.65,35.85,32757.0
1146,202408141800,35462,202408,2024081800,4792.33468,0.13514,18,76.35,54.05,41.75,32757.0
1147,202408141900,35462,202408,2024081900,2879.5144,0.0812,19,44.85,48.8,41.6,32757.0
1148,202408142000,35462,202408,2024082000,2626.6703399999997,0.07407,20,33.5,46.1,39.15,32757.0
1149,202408142100,35462,202408,2024082100,2607.16624,0.07352,21,30.75,44.2,35.95,32757.0
1150,202408142200,35462,202408,2024082200,2436.94864,0.06872,22,42.75,39.2,29.6,32757.0
1151,202408142300,35462,202408,2024082300,1028.75262,0.02901,23,27.85,38.55,27.9,32757.0
1152,202408130000,34805,202408,2024080000,66.1295,0.0019,00,11.05,0.0,0.0,32757.0
1153,202408130100,34805,202408,2024080100,0.0,0.0,01,,,,
1154,202408130200,34805,202408,2024080200,0.0,0.0,02,,,,
1155,202408130300,34805,202408,2024080300,0.0,0.0,03,,,,
1156,202408130400,34805,202408,2024080400,1.0441500000000001,3e-05,04,,,,
1157,202408130500,34805,202408,2024080500,60.5607,0.00174,05,5.7,5.05,2.55,32757.0
1158,202408130600,34805,202408,2024080600,137.1317,0.00394,06,15.4,12.45,7.85,32757.0
1159,202408130700,34805,202408,2024080700,287.4893,0.00826,07,23.15,14.35,10.7,32757.0
1160,202408130800,34805,202408,2024080800,578.4590999999999,0.01662,08,40.5,29.35,19.85,32757.0
1161,202408130900,34805,202408,2024080900,1118.98075,0.03215,09,32.65,38.45,24.9,32757.0
1162,202408131000,34805,202408,2024081000,1382.80265,0.03973,10,33.849999999999994,43.25,31.0,32757.0
1163,202408131100,34805,202408,2024081100,1551.6069,0.04458,11,30.0,44.75,34.5,32757.0
1164,202408131200,34805,202408,2024081200,1536.9887999999999,0.04416,12,38.099999999999994,46.35,32.25,32757.0
1165,202408131300,34805,202408,2024081300,1639.66355,0.04711,13,39.349999999999994,45.8,38.25,32757.0
1166,202408131400,34805,202408,2024081400,1906.96595,0.05479,14,41.8,49.1,33.9,32757.0
1167,202408131500,34805,202408,2024081500,2300.9585500000003,0.06611,15,48.05,52.9,36.8,32757.0
1168,202408131600,34805,202408,2024081600,2829.99455,0.08131,16,53.599999999999994,57.5,38.1,32757.0
1169,202408131700,34805,202408,2024081700,3337.7995,0.0959,17,73.94999999999999,57.65,35.85,32757.0
1170,202408131800,34805,202408,2024081800,4703.5477,0.13514,18,76.35,54.05,41.75,32757.0
1171,202408131900,34805,202408,2024081900,2826.1659999999997,0.0812,19,44.85,48.8,41.6,32757.0
1172,202408132000,34805,202408,2024082000,2578.00635,0.07407,20,33.5,46.1,39.15,32757.0
1173,202408132100,34805,202408,2024082100,2558.8636,0.07352,21,30.75,44.2,35.95,32757.0
1174,202408132200,34805,202408,2024082200,2391.7996000000003,0.06872,22,42.75,39.2,29.6,32757.0
1175,202408132300,34805,202408,2024082300,1009.6930500000001,0.02901,23,27.85,38.55,27.9,32757.0
1176,202408120000,34976,202408,2024080000,66.4544,0.0019,00,11.05,0.0,0.0,32757.0
1177,202408120100,34976,202408,2024080100,0.0,0.0,01,,,,
1178,202408120200,34976,202408,2024080200,0.0,0.0,02,,,,
1179,202408120300,34976,202408,2024080300,0.0,0.0,03,,,,
1180,202408120400,34976,202408,2024080400,1.04928,3e-05,04,,,,
1181,202408120500,34976,202408,2024080500,60.85824,0.00174,05,5.7,5.05,2.55,32757.0
1182,202408120600,34976,202408,2024080600,137.80544,0.00394,06,15.4,12.45,7.85,32757.0
1183,202408120700,34976,202408,2024080700,288.90176,0.00826,07,23.15,14.35,10.7,32757.0
1184,202408120800,34976,202408,2024080800,581.30112,0.01662,08,40.5,29.35,19.85,32757.0
1185,202408120900,34976,202408,2024080900,1124.4784,0.03215,09,32.65,38.45,24.9,32757.0
1186,202408121000,34976,202408,2024081000,1389.5964800000002,0.03973,10,33.849999999999994,43.25,31.0,32757.0
1187,202408121100,34976,202408,2024081100,1559.23008,0.04458,11,30.0,44.75,34.5,32757.0
1188,202408121200,34976,202408,2024081200,1544.54016,0.04416,12,38.099999999999994,46.35,32.25,32757.0
1189,202408121300,34976,202408,2024081300,1647.71936,0.04711,13,39.349999999999994,45.8,38.25,32757.0
1190,202408121400,34976,202408,2024081400,1916.33504,0.05479,14,41.8,49.1,33.9,32757.0
1191,202408121500,34976,202408,2024081500,2312.26336,0.06611,15,48.05,52.9,36.8,32757.0
1192,202408121600,34976,202408,2024081600,2843.8985599999996,0.08131,16,53.599999999999994,57.5,38.1,32757.0
1193,202408121700,34976,202408,2024081700,3354.1983999999998,0.0959,17,73.94999999999999,57.65,35.85,32757.0
1194,202408121800,34976,202408,2024081800,4726.65664,0.13514,18,76.35,54.05,41.75,32757.0
1195,202408121900,34976,202408,2024081900,2840.0512,0.0812,19,44.85,48.8,41.6,32757.0
1196,202408122000,34976,202408,2024082000,2590.6723199999997,0.07407,20,33.5,46.1,39.15,32757.0
1197,202408122100,34976,202408,2024082100,2571.43552,0.07352,21,30.75,44.2,35.95,32757.0
1198,202408122200,34976,202408,2024082200,2403.55072,0.06872,22,42.75,39.2,29.6,32757.0
1199,202408122300,34976,202408,2024082300,1014.65376,0.02901,23,27.85,38.55,27.9,32757.0
1200,202408110000,27258,202408,2024080000,51.7902,0.0019,00,11.05,0.0,0.0,32757.0
1201,202408110100,27258,202408,2024080100,0.0,0.0,01,,,,
1202,202408110200,27258,202408,2024080200,0.0,0.0,02,,,,
1203,202408110300,27258,202408,2024080300,0.0,0.0,03,,,,
1204,202408110400,27258,202408,2024080400,0.81774,3e-05,04,,,,
1205,202408110500,27258,202408,2024080500,47.42892,0.00174,05,5.7,5.05,2.55,32757.0
1206,202408110600,27258,202408,2024080600,107.39652,0.00394,06,15.4,12.45,7.85,32757.0
1207,202408110700,27258,202408,2024080700,225.15108,0.00826,07,23.15,14.35,10.7,32757.0
1208,202408110800,27258,202408,2024080800,453.02796,0.01662,08,40.5,29.35,19.85,32757.0
1209,202408110900,27258,202408,2024080900,876.3447,0.03215,09,32.65,38.45,24.9,32757.0
1210,202408111000,27258,202408,2024081000,1082.96034,0.03973,10,33.849999999999994,43.25,31.0,32757.0
1211,202408111100,27258,202408,2024081100,1215.16164,0.04458,11,30.0,44.75,34.5,32757.0
1212,202408111200,27258,202408,2024081200,1203.71328,0.04416,12,38.099999999999994,46.35,32.25,32757.0
1213,202408111300,27258,202408,2024081300,1284.12438,0.04711,13,39.349999999999994,45.8,38.25,32757.0
1214,202408111400,27258,202408,2024081400,1493.46582,0.05479,14,41.8,49.1,33.9,32757.0
1215,202408111500,27258,202408,2024081500,1802.02638,0.06611,15,48.05,52.9,36.8,32757.0
1216,202408111600,27258,202408,2024081600,2216.34798,0.08131,16,53.599999999999994,57.5,38.1,32757.0
1217,202408111700,27258,202408,2024081700,2614.0422,0.0959,17,73.94999999999999,57.65,35.85,32757.0
1218,202408111800,27258,202408,2024081800,3683.6461200000003,0.13514,18,76.35,54.05,41.75,32757.0
1219,202408111900,27258,202408,2024081900,2213.3496,0.0812,19,44.85,48.8,41.6,32757.0
1220,202408112000,27258,202408,2024082000,2019.0000599999998,0.07407,20,33.5,46.1,39.15,32757.0
1221,202408112100,27258,202408,2024082100,2004.00816,0.07352,21,30.75,44.2,35.95,32757.0
1222,202408112200,27258,202408,2024082200,1873.16976,0.06872,22,42.75,39.2,29.6,32757.0
1223,202408112300,27258,202408,2024082300,790.75458,0.02901,23,27.85,38.55,27.9,32757.0
1224,202408100000,28629,202408,2024080000,54.3951,0.0019,00,11.05,0.0,0.0,32757.0
1225,202408100100,28629,202408,2024080100,0.0,0.0,01,,,,
1226,202408100200,28629,202408,2024080200,0.0,0.0,02,,,,
1227,202408100300,28629,202408,2024080300,0.0,0.0,03,,,,
1228,202408100400,28629,202408,2024080400,0.85887,3e-05,04,,,,
1229,202408100500,28629,202408,2024080500,49.81446,0.00174,05,5.7,5.05,2.55,32757.0
1230,202408100600,28629,202408,2024080600,112.79826,0.00394,06,15.4,12.45,7.85,32757.0
1231,202408100700,28629,202408,2024080700,236.47554,0.00826,07,23.15,14.35,10.7,32757.0
1232,202408100800,28629,202408,2024080800,475.81397999999996,0.01662,08,40.5,29.35,19.85,32757.0
1233,202408100900,28629,202408,2024080900,920.4223499999999,0.03215,09,32.65,38.45,24.9,32757.0
1234,202408101000,28629,202408,2024081000,1137.43017,0.03973,10,33.849999999999994,43.25,31.0,32757.0
1235,202408101100,28629,202408,2024081100,1276.28082,0.04458,11,30.0,44.75,34.5,32757.0
1236,202408101200,28629,202408,2024081200,1264.2566399999998,0.04416,12,38.099999999999994,46.35,32.25,32757.0
1237,202408101300,28629,202408,2024081300,1348.71219,0.04711,13,39.349999999999994,45.8,38.25,32757.0
1238,202408101400,28629,202408,2024081400,1568.5829099999999,0.05479,14,41.8,49.1,33.9,32757.0
1239,202408101500,28629,202408,2024081500,1892.66319,0.06611,15,48.05,52.9,36.8,32757.0
1240,202408101600,28629,202408,2024081600,2327.82399,0.08131,16,53.599999999999994,57.5,38.1,32757.0
1241,202408101700,28629,202408,2024081700,2745.5211,0.0959,17,73.94999999999999,57.65,35.85,32757.0
1242,202408101800,28629,202408,2024081800,3868.92306,0.13514,18,76.35,54.05,41.75,32757.0
1243,202408101900,28629,202408,2024081900,2324.6748,0.0812,19,44.85,48.8,41.6,32757.0
1244,202408102000,28629,202408,2024082000,2120.55003,0.07407,20,33.5,46.1,39.15,32757.0
1245,202408102100,28629,202408,2024082100,2104.80408,0.07352,21,30.75,44.2,35.95,32757.0
1246,202408102200,28629,202408,2024082200,1967.38488,0.06872,22,42.75,39.2,29.6,32757.0
1247,202408102300,28629,202408,2024082300,830.52729,0.02901,23,27.85,38.55,27.9,32757.0
1248,202408090000,32860,202408,2024080000,62.434,0.0019,00,11.05,0.0,0.0,32757.0
1249,202408090100,32860,202408,2024080100,0.0,0.0,01,,,,
1250,202408090200,32860,202408,2024080200,0.0,0.0,02,,,,
1251,202408090300,32860,202408,2024080300,0.0,0.0,03,,,,
1252,202408090400,32860,202408,2024080400,0.9858,3e-05,04,,,,
1253,202408090500,32860,202408,2024080500,57.1764,0.00174,05,5.7,5.05,2.55,32757.0
1254,202408090600,32860,202408,2024080600,129.4684,0.00394,06,15.4,12.45,7.85,32757.0
1255,202408090700,32860,202408,2024080700,271.4236,0.00826,07,23.15,14.35,10.7,32757.0
1256,202408090800,32860,202408,2024080800,546.1332,0.01662,08,40.5,29.35,19.85,32757.0
1257,202408090900,32860,202408,2024080900,1056.4489999999998,0.03215,09,32.65,38.45,24.9,32757.0
1258,202408091000,32860,202408,2024081000,1305.5278,0.03973,10,33.849999999999994,43.25,31.0,32757.0
1259,202408091100,32860,202408,2024081100,1464.8988000000002,0.04458,11,30.0,44.75,34.5,32757.0
1260,202408091200,32860,202408,2024081200,1451.0975999999998,0.04416,12,38.099999999999994,46.35,32.25,32757.0
1261,202408091300,32860,202408,2024081300,1548.0346,0.04711,13,39.349999999999994,45.8,38.25,32757.0
1262,202408091400,32860,202408,2024081400,1800.3994,0.05479,14,41.8,49.1,33.9,32757.0
1263,202408091500,32860,202408,2024081500,2172.3746,0.06611,15,48.05,52.9,36.8,32757.0
1264,202408091600,32860,202408,2024081600,2671.8466,0.08131,16,53.599999999999994,57.5,38.1,32757.0
1265,202408091700,32860,202408,2024081700,3151.274,0.0959,17,73.94999999999999,57.65,35.85,32757.0
1266,202408091800,32860,202408,2024081800,4440.700400000001,0.13514,18,76.35,54.05,41.75,32757.0
1267,202408091900,32860,202408,2024081900,2668.232,0.0812,19,44.85,48.8,41.6,32757.0
1268,202408092000,32860,202408,2024082000,2433.9402,0.07407,20,33.5,46.1,39.15,32757.0
1269,202408092100,32860,202408,2024082100,2415.8672,0.07352,21,30.75,44.2,35.95,32757.0
1270,202408092200,32860,202408,2024082200,2258.1392,0.06872,22,42.75,39.2,29.6,32757.0
1271,202408092300,32860,202408,2024082300,953.2686,0.02901,23,27.85,38.55,27.9,32757.0
1272,202408080000,32023,202408,2024080000,60.8437,0.0019,00,11.05,0.0,0.0,32757.0
1273,202408080100,32023,202408,2024080100,0.0,0.0,01,,,,
1274,202408080200,32023,202408,2024080200,0.0,0.0,02,,,,
1275,202408080300,32023,202408,2024080300,0.0,0.0,03,,,,
1276,202408080400,32023,202408,2024080400,0.96069,3e-05,04,,,,
1277,202408080500,32023,202408,2024080500,55.72002,0.00174,05,5.7,5.05,2.55,32757.0
1278,202408080600,32023,202408,2024080600,126.17062,0.00394,06,15.4,12.45,7.85,32757.0
1279,202408080700,32023,202408,2024080700,264.50998,0.00826,07,23.15,14.35,10.7,32757.0
1280,202408080800,32023,202408,2024080800,532.22226,0.01662,08,40.5,29.35,19.85,32757.0
1281,202408080900,32023,202408,2024080900,1029.53945,0.03215,09,32.65,38.45,24.9,32757.0
1282,202408081000,32023,202408,2024081000,1272.27379,0.03973,10,33.849999999999994,43.25,31.0,32757.0
1283,202408081100,32023,202408,2024081100,1427.58534,0.04458,11,30.0,44.75,34.5,32757.0
1284,202408081200,32023,202408,2024081200,1414.1356799999999,0.04416,12,38.099999999999994,46.35,32.25,32757.0
1285,202408081300,32023,202408,2024081300,1508.6035299999999,0.04711,13,39.349999999999994,45.8,38.25,32757.0
1286,202408081400,32023,202408,2024081400,1754.54017,0.05479,14,41.8,49.1,33.9,32757.0
1287,202408081500,32023,202408,2024081500,2117.04053,0.06611,15,48.05,52.9,36.8,32757.0
1288,202408081600,32023,202408,2024081600,2603.79013,0.08131,16,53.599999999999994,57.5,38.1,32757.0
1289,202408081700,32023,202408,2024081700,3071.0057,0.0959,17,73.94999999999999,57.65,35.85,32757.0
1290,202408081800,32023,202408,2024081800,4327.588220000001,0.13514,18,76.35,54.05,41.75,32757.0
1291,202408081900,32023,202408,2024081900,2600.2675999999997,0.0812,19,44.85,48.8,41.6,32757.0
1292,202408082000,32023,202408,2024082000,2371.94361,0.07407,20,33.5,46.1,39.15,32757.0
1293,202408082100,32023,202408,2024082100,2354.3309600000002,0.07352,21,30.75,44.2,35.95,32757.0
1294,202408082200,32023,202408,2024082200,2200.6205600000003,0.06872,22,42.75,39.2,29.6,32757.0
1295,202408082300,32023,202408,2024082300,928.9872300000001,0.02901,23,27.85,38.55,27.9,32757.0
1296,202408070000,32495,202408,2024080000,61.7405,0.0019,00,11.05,0.0,0.0,32757.0
1297,202408070100,32495,202408,2024080100,0.0,0.0,01,,,,
1298,202408070200,32495,202408,2024080200,0.0,0.0,02,,,,
1299,202408070300,32495,202408,2024080300,0.0,0.0,03,,,,
1300,202408070400,32495,202408,2024080400,0.97485,3e-05,04,,,,
1301,202408070500,32495,202408,2024080500,56.5413,0.00174,05,5.7,5.05,2.55,32757.0
1302,202408070600,32495,202408,2024080600,128.0303,0.00394,06,15.4,12.45,7.85,32757.0
1303,202408070700,32495,202408,2024080700,268.4087,0.00826,07,23.15,14.35,10.7,32757.0
1304,202408070800,32495,202408,2024080800,540.0669,0.01662,08,40.5,29.35,19.85,32757.0
1305,202408070900,32495,202408,2024080900,1044.71425,0.03215,09,32.65,38.45,24.9,32757.0
1306,202408071000,32495,202408,2024081000,1291.02635,0.03973,10,33.849999999999994,43.25,31.0,32757.0
1307,202408071100,32495,202408,2024081100,1448.6271000000002,0.04458,11,30.0,44.75,34.5,32757.0
1308,202408071200,32495,202408,2024081200,1434.9792,0.04416,12,38.099999999999994,46.35,32.25,32757.0
1309,202408071300,32495,202408,2024081300,1530.83945,0.04711,13,39.349999999999994,45.8,38.25,32757.0
1310,202408071400,32495,202408,2024081400,1780.40105,0.05479,14,41.8,49.1,33.9,32757.0
1311,202408071500,32495,202408,2024081500,2148.24445,0.06611,15,48.05,52.9,36.8,32757.0
1312,202408071600,32495,202408,2024081600,2642.1684499999997,0.08131,16,53.599999999999994,57.5,38.1,32757.0
1313,202408071700,32495,202408,2024081700,3116.2705,0.0959,17,73.94999999999999,57.65,35.85,32757.0
1314,202408071800,32495,202408,2024081800,4391.3743,0.13514,18,76.35,54.05,41.75,32757.0
1315,202408071900,32495,202408,2024081900,2638.5939999999996,0.0812,19,44.85,48.8,41.6,32757.0
1316,202408072000,32495,202408,2024082000,2406.90465,0.07407,20,33.5,46.1,39.15,32757.0
1317,202408072100,32495,202408,2024082100,2389.0324,0.07352,21,30.75,44.2,35.95,32757.0
1318,202408072200,32495,202408,2024082200,2233.0564,0.06872,22,42.75,39.2,29.6,32757.0
1319,202408072300,32495,202408,2024082300,942.6799500000001,0.02901,23,27.85,38.55,27.9,32757.0
1320,202408060000,31285,202408,2024080000,59.4415,0.0019,00,11.05,0.0,0.0,32757.0
1321,202408060100,31285,202408,2024080100,0.0,0.0,01,,,,
1322,202408060200,31285,202408,2024080200,0.0,0.0,02,,,,
1323,202408060300,31285,202408,2024080300,0.0,0.0,03,,,,
1324,202408060400,31285,202408,2024080400,0.93855,3e-05,04,,,,
1325,202408060500,31285,202408,2024080500,54.435900000000004,0.00174,05,5.7,5.05,2.55,32757.0
1326,202408060600,31285,202408,2024080600,123.2629,0.00394,06,15.4,12.45,7.85,32757.0
1327,202408060700,31285,202408,2024080700,258.4141,0.00826,07,23.15,14.35,10.7,32757.0
1328,202408060800,31285,202408,2024080800,519.9567,0.01662,08,40.5,29.35,19.85,32757.0
1329,202408060900,31285,202408,2024080900,1005.8127499999999,0.03215,09,32.65,38.45,24.9,32757.0
1330,202408061000,31285,202408,2024081000,1242.95305,0.03973,10,33.849999999999994,43.25,31.0,32757.0
1331,202408061100,31285,202408,2024081100,1394.6853,0.04458,11,30.0,44.75,34.5,32757.0
1332,202408061200,31285,202408,2024081200,1381.5456,0.04416,12,38.099999999999994,46.35,32.25,32757.0
1333,202408061300,31285,202408,2024081300,1473.83635,0.04711,13,39.349999999999994,45.8,38.25,32757.0
1334,202408061400,31285,202408,2024081400,1714.1051499999999,0.05479,14,41.8,49.1,33.9,32757.0
1335,202408061500,31285,202408,2024081500,2068.25135,0.06611,15,48.05,52.9,36.8,32757.0
1336,202408061600,31285,202408,2024081600,2543.7833499999997,0.08131,16,53.599999999999994,57.5,38.1,32757.0
1337,202408061700,31285,202408,2024081700,3000.2315,0.0959,17,73.94999999999999,57.65,35.85,32757.0
1338,202408061800,31285,202408,2024081800,4227.8549,0.13514,18,76.35,54.05,41.75,32757.0
1339,202408061900,31285,202408,2024081900,2540.3419999999996,0.0812,19,44.85,48.8,41.6,32757.0
1340,202408062000,31285,202408,2024082000,2317.27995,0.07407,20,33.5,46.1,39.15,32757.0
1341,202408062100,31285,202408,2024082100,2300.0732000000003,0.07352,21,30.75,44.2,35.95,32757.0
1342,202408062200,31285,202408,2024082200,2149.9052,0.06872,22,42.75,39.2,29.6,32757.0
1343,202408062300,31285,202408,2024082300,907.57785,0.02901,23,27.85,38.55,27.9,32757.0
1344,202408050000,30832,202408,2024080000,58.580799999999996,0.0019,00,11.05,0.0,0.0,32757.0
1345,202408050100,30832,202408,2024080100,0.0,0.0,01,,,,
1346,202408050200,30832,202408,2024080200,0.0,0.0,02,,,,
1347,202408050300,30832,202408,2024080300,0.0,0.0,03,,,,
1348,202408050400,30832,202408,2024080400,0.92496,3e-05,04,,,,
1349,202408050500,30832,202408,2024080500,53.64768,0.00174,05,5.7,5.05,2.55,32757.0
1350,202408050600,30832,202408,2024080600,121.47807999999999,0.00394,06,15.4,12.45,7.85,32757.0
1351,202408050700,30832,202408,2024080700,254.67232,0.00826,07,23.15,14.35,10.7,32757.0
1352,202408050800,30832,202408,2024080800,512.42784,0.01662,08,40.5,29.35,19.85,32757.0
1353,202408050900,30832,202408,2024080900,991.2488,0.03215,09,32.65,38.45,24.9,32757.0
1354,202408051000,30832,202408,2024081000,1224.9553600000002,0.03973,10,33.849999999999994,43.25,31.0,32757.0
1355,202408051100,30832,202408,2024081100,1374.49056,0.04458,11,30.0,44.75,34.5,32757.0
1356,202408051200,30832,202408,2024081200,1361.5411199999999,0.04416,12,38.099999999999994,46.35,32.25,32757.0
1357,202408051300,30832,202408,2024081300,1452.49552,0.04711,13,39.349999999999994,45.8,38.25,32757.0
1358,202408051400,30832,202408,2024081400,1689.28528,0.05479,14,41.8,49.1,33.9,32757.0
1359,202408051500,30832,202408,2024081500,2038.3035200000002,0.06611,15,48.05,52.9,36.8,32757.0
1360,202408051600,30832,202408,2024081600,2506.94992,0.08131,16,53.599999999999994,57.5,38.1,32757.0
1361,202408051700,30832,202408,2024081700,2956.7888,0.0959,17,73.94999999999999,57.65,35.85,32757.0
1362,202408051800,30832,202408,2024081800,4166.63648,0.13514,18,76.35,54.05,41.75,32757.0
1363,202408051900,30832,202408,2024081900,2503.5584,0.0812,19,44.85,48.8,41.6,32757.0
1364,202408052000,30832,202408,2024082000,2283.72624,0.07407,20,33.5,46.1,39.15,32757.0
1365,202408052100,30832,202408,2024082100,2266.7686400000002,0.07352,21,30.75,44.2,35.95,32757.0
1366,202408052200,30832,202408,2024082200,2118.77504,0.06872,22,42.75,39.2,29.6,32757.0
1367,202408052300,30832,202408,2024082300,894.43632,0.02901,23,27.85,38.55,27.9,32757.0
1368,202408040000,23922,202408,2024080000,45.4518,0.0019,00,11.05,0.0,0.0,32757.0
1369,202408040100,23922,202408,2024080100,0.0,0.0,01,,,,
1370,202408040200,23922,202408,2024080200,0.0,0.0,02,,,,
1371,202408040300,23922,202408,2024080300,0.0,0.0,03,,,,
1372,202408040400,23922,202408,2024080400,0.71766,3e-05,04,,,,
1373,202408040500,23922,202408,2024080500,41.62428,0.00174,05,5.7,5.05,2.55,32757.0
1374,202408040600,23922,202408,2024080600,94.25268,0.00394,06,15.4,12.45,7.85,32757.0
1375,202408040700,23922,202408,2024080700,197.59572,0.00826,07,23.15,14.35,10.7,32757.0
1376,202408040800,23922,202408,2024080800,397.58364,0.01662,08,40.5,29.35,19.85,32757.0
1377,202408040900,23922,202408,2024080900,769.0922999999999,0.03215,09,32.65,38.45,24.9,32757.0
1378,202408041000,23922,202408,2024081000,950.42106,0.03973,10,33.849999999999994,43.25,31.0,32757.0
1379,202408041100,23922,202408,2024081100,1066.4427600000001,0.04458,11,30.0,44.75,34.5,32757.0
1380,202408041200,23922,202408,2024081200,1056.39552,0.04416,12,38.099999999999994,46.35,32.25,32757.0
1381,202408041300,23922,202408,2024081300,1126.96542,0.04711,13,39.349999999999994,45.8,38.25,32757.0
1382,202408041400,23922,202408,2024081400,1310.6863799999999,0.05479,14,41.8,49.1,33.9,32757.0
1383,202408041500,23922,202408,2024081500,1581.48342,0.06611,15,48.05,52.9,36.8,32757.0
1384,202408041600,23922,202408,2024081600,1945.0978199999997,0.08131,16,53.599999999999994,57.5,38.1,32757.0
1385,202408041700,23922,202408,2024081700,2294.1198,0.0959,17,73.94999999999999,57.65,35.85,32757.0
1386,202408041800,23922,202408,2024081800,3232.81908,0.13514,18,76.35,54.05,41.75,32757.0
1387,202408041900,23922,202408,2024081900,1942.4663999999998,0.0812,19,44.85,48.8,41.6,32757.0
1388,202408042000,23922,202408,2024082000,1771.9025399999998,0.07407,20,33.5,46.1,39.15,32757.0
1389,202408042100,23922,202408,2024082100,1758.7454400000001,0.07352,21,30.75,44.2,35.95,32757.0
1390,202408042200,23922,202408,2024082200,1643.91984,0.06872,22,42.75,39.2,29.6,32757.0
1391,202408042300,23922,202408,2024082300,693.97722,0.02901,23,27.85,38.55,27.9,32757.0
1392,202408030000,28361,202408,2024080000,53.8859,0.0019,00,11.05,0.0,0.0,32757.0
1393,202408030100,28361,202408,2024080100,0.0,0.0,01,,,,
1394,202408030200,28361,202408,2024080200,0.0,0.0,02,,,,
1395,202408030300,28361,202408,2024080300,0.0,0.0,03,,,,
1396,202408030400,28361,202408,2024080400,0.85083,3e-05,04,,,,
1397,202408030500,28361,202408,2024080500,49.34814,0.00174,05,5.7,5.05,2.55,32757.0
1398,202408030600,28361,202408,2024080600,111.74234,0.00394,06,15.4,12.45,7.85,32757.0
1399,202408030700,28361,202408,2024080700,234.26186,0.00826,07,23.15,14.35,10.7,32757.0
1400,202408030800,28361,202408,2024080800,471.35981999999996,0.01662,08,40.5,29.35,19.85,32757.0
1401,202408030900,28361,202408,2024080900,911.8061499999999,0.03215,09,32.65,38.45,24.9,32757.0
1402,202408031000,28361,202408,2024081000,1126.78253,0.03973,10,33.849999999999994,43.25,31.0,32757.0
1403,202408031100,28361,202408,2024081100,1264.33338,0.04458,11,30.0,44.75,34.5,32757.0
1404,202408031200,28361,202408,2024081200,1252.42176,0.04416,12,38.099999999999994,46.35,32.25,32757.0
1405,202408031300,28361,202408,2024081300,1336.08671,0.04711,13,39.349999999999994,45.8,38.25,32757.0
1406,202408031400,28361,202408,2024081400,1553.8991899999999,0.05479,14,41.8,49.1,33.9,32757.0
1407,202408031500,28361,202408,2024081500,1874.94571,0.06611,15,48.05,52.9,36.8,32757.0
1408,202408031600,28361,202408,2024081600,2306.03291,0.08131,16,53.599999999999994,57.5,38.1,32757.0
1409,202408031700,28361,202408,2024081700,2719.8199,0.0959,17,73.94999999999999,57.65,35.85,32757.0
1410,202408031800,28361,202408,2024081800,3832.7055400000004,0.13514,18,76.35,54.05,41.75,32757.0
1411,202408031900,28361,202408,2024081900,2302.9132,0.0812,19,44.85,48.8,41.6,32757.0
1412,202408032000,28361,202408,2024082000,2100.69927,0.07407,20,33.5,46.1,39.15,32757.0
1413,202408032100,28361,202408,2024082100,2085.10072,0.07352,21,30.75,44.2,35.95,32757.0
1414,202408032200,28361,202408,2024082200,1948.96792,0.06872,22,42.75,39.2,29.6,32757.0
1415,202408032300,28361,202408,2024082300,822.75261,0.02901,23,27.85,38.55,27.9,32757.0
1416,202408020000,35326,202408,2024080000,67.1194,0.0019,00,11.05,0.0,0.0,32757.0
1417,202408020100,35326,202408,2024080100,0.0,0.0,01,,,,
1418,202408020200,35326,202408,2024080200,0.0,0.0,02,,,,
1419,202408020300,35326,202408,2024080300,0.0,0.0,03,,,,
1420,202408020400,35326,202408,2024080400,1.05978,3e-05,04,,,,
1421,202408020500,35326,202408,2024080500,61.467240000000004,0.00174,05,5.7,5.05,2.55,32757.0
1422,202408020600,35326,202408,2024080600,139.18444,0.00394,06,15.4,12.45,7.85,32757.0
1423,202408020700,35326,202408,2024080700,291.79276,0.00826,07,23.15,14.35,10.7,32757.0
1424,202408020800,35326,202408,2024080800,587.11812,0.01662,08,40.5,29.35,19.85,32757.0
1425,202408020900,35326,202408,2024080900,1135.7309,0.03215,09,32.65,38.45,24.9,32757.0
