사용일자,노선명,역명,승차총승객수,하차총승객수,승하차 차이,week,weekend&public holiday,time,year,month,in,ratio_in,datetime,out,ratio_out,in_CMR,ratio_in_CMR,in_HH,ratio_in_HH,Net_in_out,prev_month,prev_Net_in_out,Net_pre_cur_in_out,Net_pre_cur_in_out(%)
2023-01-01,4호선,명동,21608,23356,-1748,6,1,00,2023,1,,,,,,,,,,,,,,
2023-01-01,4호선,명동,21608,23356,-1748,6,1,01,2023,1,13.0,2e-05,2023-01-01,133.0,0.00018,19.0,3e-05,3.0,0.0,-120.0,2022-12-01,35.0,-155.0,-4.428571428571429
2023-01-01,4호선,명동,21608,23356,-1748,6,1,02,2023,1,,,,,,,,,,,,,,
2023-01-01,4호선,명동,21608,23356,-1748,6,1,03,2023,1,,,,,,,,,,,,,,
2023-01-01,4호선,명동,21608,23356,-1748,6,1,04,2023,1,42.0,6e-05,2023-01-04,10.0,1e-05,58.0,9e-05,12.0,2e-05,32.0,2022-12-04,33.0,-1.0,-0.030303030303030276
2023-01-01,4호선,명동,21608,23356,-1748,6,1,05,2023,1,1105.0,0.00161,2023-01-05,869.0,0.00119,2732.0,0.00414,1326.0,0.00212,236.0,2022-12-05,1042.0,-806.0,-0.7735124760076775
2023-01-01,4호선,명동,21608,23356,-1748,6,1,06,2023,1,2877.0,0.00418,2023-01-06,14287.0,0.01953,4121.0,0.00625,2618.0,0.00418,-11410.0,2022-12-06,3260.0,-14670.0,-4.5
2023-01-01,4호선,명동,21608,23356,-1748,6,1,07,2023,1,5095.0,0.0074,2023-01-07,41014.0,0.05607,8304.0,0.0126,4263.0,0.0068,-35919.0,2022-12-07,5473.0,-41392.0,-7.562945368171022
2023-01-01,4호선,명동,21608,23356,-1748,6,1,08,2023,1,8867.0,0.01289,2023-01-08,102145.0,0.13964,13757.0,0.02087,6796.0,0.01084,-93278.0,2022-12-08,9833.0,-103111.0,-10.486219871860063
2023-01-01,4호선,명동,21608,23356,-1748,6,1,09,2023,1,15541.0,0.02259,2023-01-09,66853.0,0.0914,14723.0,0.02234,8408.0,0.01342,-51312.0,2022-12-09,19013.0,-70325.0,-3.698785041813496
2023-01-01,4호선,명동,21608,23356,-1748,6,1,10,2023,1,21589.0,0.03137,2023-01-10,44550.0,0.0609,15723.0,0.02385,12750.0,0.02034,-22961.0,2022-12-10,26822.0,-49783.0,-1.8560510029080606
2023-01-01,4호선,명동,21608,23356,-1748,6,1,11,2023,1,27621.0,0.04014,2023-01-11,44821.0,0.06127,20575.0,0.03122,21275.0,0.03395,-17200.0,2022-12-11,34610.0,-51810.0,-1.4969661947414044
2023-01-01,4호선,명동,21608,23356,-1748,6,1,12,2023,1,29951.0,0.04353,2023-01-12,48042.0,0.06568,23345.0,0.03542,28251.0,0.04508,-18091.0,2022-12-12,37740.0,-55831.0,-1.4793587705352411
2023-01-01,4호선,명동,21608,23356,-1748,6,1,13,2023,1,32421.0,0.04712,2023-01-13,49087.0,0.06711,27121.0,0.04115,35335.0,0.05638,-16666.0,2022-12-13,41241.0,-57907.0,-1.4041124124051307
2023-01-01,4호선,명동,21608,23356,-1748,6,1,14,2023,1,37787.0,0.05492,2023-01-14,46377.0,0.0634,32742.0,0.04968,44955.0,0.07173,-8590.0,2022-12-14,48492.0,-57082.0,-1.177142621463334
2023-01-01,4호선,명동,21608,23356,-1748,6,1,15,2023,1,47365.0,0.06883,2023-01-15,45652.0,0.06241,39324.0,0.05966,55495.0,0.08855,1713.0,2022-12-15,59834.0,-58121.0,-0.9713707925259886
2023-01-01,4호선,명동,21608,23356,-1748,6,1,16,2023,1,55910.0,0.08125,2023-01-16,46231.0,0.0632,48200.0,0.07313,69755.0,0.1113,9679.0,2022-12-16,70462.0,-60783.0,-0.8626351792455508
2023-01-01,4호선,명동,21608,23356,-1748,6,1,17,2023,1,74276.0,0.10794,2023-01-17,47456.0,0.06488,80147.0,0.1216,89070.0,0.14212,26820.0,2022-12-17,90532.0,-63712.0,-0.7037511598108956
2023-01-01,4호선,명동,21608,23356,-1748,6,1,18,2023,1,115031.0,0.16717,2023-01-18,44576.0,0.06094,131805.0,0.19997,117912.0,0.18814,70455.0,2022-12-18,141014.0,-70559.0,-0.5003687577120002
2023-01-01,4호선,명동,21608,23356,-1748,6,1,19,2023,1,61601.0,0.08952,2023-01-19,31135.0,0.04256,59711.0,0.09059,48867.0,0.07797,30466.0,2022-12-19,86955.0,-56489.0,-0.6496348686102007
2023-01-01,4호선,명동,21608,23356,-1748,6,1,20,2023,1,53183.0,0.07729,2023-01-20,21223.0,0.02901,42737.0,0.06484,43362.0,0.06919,31960.0,2022-12-20,84524.0,-52564.0,-0.6218825422365246
2023-01-01,4호선,명동,21608,23356,-1748,6,1,21,2023,1,47984.0,0.06973,2023-01-21,16741.0,0.02289,42102.0,0.06388,20122.0,0.03211,31243.0,2022-12-21,78107.0,-46864.0,-0.59999743941004
2023-01-01,4호선,명동,21608,23356,-1748,6,1,22,2023,1,36140.0,0.05252,2023-01-22,11612.0,0.01587,32599.0,0.04946,11185.0,0.01785,24528.0,2022-12-22,57218.0,-32690.0,-0.5713237093222412
2023-01-01,4호선,명동,21608,23356,-1748,6,1,23,2023,1,12707.0,0.01847,2023-01-23,6561.0,0.00897,16318.0,0.02476,4355.0,0.00695,6146.0,2022-12-23,18218.0,-12072.0,-0.6626413437259853
2023-01-02,4호선,명동,26155,26634,-479,0,0,00,2023,1,,,,,,,,,,,,,,
2023-01-02,4호선,명동,26155,26634,-479,0,0,01,2023,1,13.0,2e-05,2023-01-01,133.0,0.00018,19.0,3e-05,3.0,0.0,-120.0,2022-12-01,35.0,-155.0,-4.428571428571429
2023-01-02,4호선,명동,26155,26634,-479,0,0,02,2023,1,,,,,,,,,,,,,,
2023-01-02,4호선,명동,26155,26634,-479,0,0,03,2023,1,,,,,,,,,,,,,,
2023-01-02,4호선,명동,26155,26634,-479,0,0,04,2023,1,42.0,6e-05,2023-01-04,10.0,1e-05,58.0,9e-05,12.0,2e-05,32.0,2022-12-04,33.0,-1.0,-0.030303030303030276
2023-01-02,4호선,명동,26155,26634,-479,0,0,05,2023,1,1105.0,0.00161,2023-01-05,869.0,0.00119,2732.0,0.00414,1326.0,0.00212,236.0,2022-12-05,1042.0,-806.0,-0.7735124760076775
2023-01-02,4호선,명동,26155,26634,-479,0,0,06,2023,1,2877.0,0.00418,2023-01-06,14287.0,0.01953,4121.0,0.00625,2618.0,0.00418,-11410.0,2022-12-06,3260.0,-14670.0,-4.5
2023-01-02,4호선,명동,26155,26634,-479,0,0,07,2023,1,5095.0,0.0074,2023-01-07,41014.0,0.05607,8304.0,0.0126,4263.0,0.0068,-35919.0,2022-12-07,5473.0,-41392.0,-7.562945368171022
2023-01-02,4호선,명동,26155,26634,-479,0,0,08,2023,1,8867.0,0.01289,2023-01-08,102145.0,0.13964,13757.0,0.02087,6796.0,0.01084,-93278.0,2022-12-08,9833.0,-103111.0,-10.486219871860063
2023-01-02,4호선,명동,26155,26634,-479,0,0,09,2023,1,15541.0,0.02259,2023-01-09,66853.0,0.0914,14723.0,0.02234,8408.0,0.01342,-51312.0,2022-12-09,19013.0,-70325.0,-3.698785041813496
2023-01-02,4호선,명동,26155,26634,-479,0,0,10,2023,1,21589.0,0.03137,2023-01-10,44550.0,0.0609,15723.0,0.02385,12750.0,0.02034,-22961.0,2022-12-10,26822.0,-49783.0,-1.8560510029080606
2023-01-02,4호선,명동,26155,26634,-479,0,0,11,2023,1,27621.0,0.04014,2023-01-11,44821.0,0.06127,20575.0,0.03122,21275.0,0.03395,-17200.0,2022-12-11,34610.0,-51810.0,-1.4969661947414044
2023-01-02,4호선,명동,26155,26634,-479,0,0,12,2023,1,29951.0,0.04353,2023-01-12,48042.0,0.06568,23345.0,0.03542,28251.0,0.04508,-18091.0,2022-12-12,37740.0,-55831.0,-1.4793587705352411
2023-01-02,4호선,명동,26155,26634,-479,0,0,13,2023,1,32421.0,0.04712,2023-01-13,49087.0,0.06711,27121.0,0.04115,35335.0,0.05638,-16666.0,2022-12-13,41241.0,-57907.0,-1.4041124124051307
2023-01-02,4호선,명동,26155,26634,-479,0,0,14,2023,1,37787.0,0.05492,2023-01-14,46377.0,0.0634,32742.0,0.04968,44955.0,0.07173,-8590.0,2022-12-14,48492.0,-57082.0,-1.177142621463334
2023-01-02,4호선,명동,26155,26634,-479,0,0,15,2023,1,47365.0,0.06883,2023-01-15,45652.0,0.06241,39324.0,0.05966,55495.0,0.08855,1713.0,2022-12-15,59834.0,-58121.0,-0.9713707925259886
2023-01-02,4호선,명동,26155,26634,-479,0,0,16,2023,1,55910.0,0.08125,2023-01-16,46231.0,0.0632,48200.0,0.07313,69755.0,0.1113,9679.0,2022-12-16,70462.0,-60783.0,-0.8626351792455508
2023-01-02,4호선,명동,26155,26634,-479,0,0,17,2023,1,74276.0,0.10794,2023-01-17,47456.0,0.06488,80147.0,0.1216,89070.0,0.14212,26820.0,2022-12-17,90532.0,-63712.0,-0.7037511598108956
2023-01-02,4호선,명동,26155,26634,-479,0,0,18,2023,1,115031.0,0.16717,2023-01-18,44576.0,0.06094,131805.0,0.19997,117912.0,0.18814,70455.0,2022-12-18,141014.0,-70559.0,-0.5003687577120002
2023-01-02,4호선,명동,26155,26634,-479,0,0,19,2023,1,61601.0,0.08952,2023-01-19,31135.0,0.04256,59711.0,0.09059,48867.0,0.07797,30466.0,2022-12-19,86955.0,-56489.0,-0.6496348686102007
2023-01-02,4호선,명동,26155,26634,-479,0,0,20,2023,1,53183.0,0.07729,2023-01-20,21223.0,0.02901,42737.0,0.06484,43362.0,0.06919,31960.0,2022-12-20,84524.0,-52564.0,-0.6218825422365246
2023-01-02,4호선,명동,26155,26634,-479,0,0,21,2023,1,47984.0,0.06973,2023-01-21,16741.0,0.02289,42102.0,0.06388,20122.0,0.03211,31243.0,2022-12-21,78107.0,-46864.0,-0.59999743941004
2023-01-02,4호선,명동,26155,26634,-479,0,0,22,2023,1,36140.0,0.05252,2023-01-22,11612.0,0.01587,32599.0,0.04946,11185.0,0.01785,24528.0,2022-12-22,57218.0,-32690.0,-0.5713237093222412
2023-01-02,4호선,명동,26155,26634,-479,0,0,23,2023,1,12707.0,0.01847,2023-01-23,6561.0,0.00897,16318.0,0.02476,4355.0,0.00695,6146.0,2022-12-23,18218.0,-12072.0,-0.6626413437259853
2023-01-03,4호선,명동,26088,27011,-923,1,0,00,2023,1,,,,,,,,,,,,,,
2023-01-03,4호선,명동,26088,27011,-923,1,0,01,2023,1,13.0,2e-05,2023-01-01,133.0,0.00018,19.0,3e-05,3.0,0.0,-120.0,2022-12-01,35.0,-155.0,-4.428571428571429
2023-01-03,4호선,명동,26088,27011,-923,1,0,02,2023,1,,,,,,,,,,,,,,
2023-01-03,4호선,명동,26088,27011,-923,1,0,03,2023,1,,,,,,,,,,,,,,
2023-01-03,4호선,명동,26088,27011,-923,1,0,04,2023,1,42.0,6e-05,2023-01-04,10.0,1e-05,58.0,9e-05,12.0,2e-05,32.0,2022-12-04,33.0,-1.0,-0.030303030303030276
2023-01-03,4호선,명동,26088,27011,-923,1,0,05,2023,1,1105.0,0.00161,2023-01-05,869.0,0.00119,2732.0,0.00414,1326.0,0.00212,236.0,2022-12-05,1042.0,-806.0,-0.7735124760076775
2023-01-03,4호선,명동,26088,27011,-923,1,0,06,2023,1,2877.0,0.00418,2023-01-06,14287.0,0.01953,4121.0,0.00625,2618.0,0.00418,-11410.0,2022-12-06,3260.0,-14670.0,-4.5
2023-01-03,4호선,명동,26088,27011,-923,1,0,07,2023,1,5095.0,0.0074,2023-01-07,41014.0,0.05607,8304.0,0.0126,4263.0,0.0068,-35919.0,2022-12-07,5473.0,-41392.0,-7.562945368171022
2023-01-03,4호선,명동,26088,27011,-923,1,0,08,2023,1,8867.0,0.01289,2023-01-08,102145.0,0.13964,13757.0,0.02087,6796.0,0.01084,-93278.0,2022-12-08,9833.0,-103111.0,-10.486219871860063
2023-01-03,4호선,명동,26088,27011,-923,1,0,09,2023,1,15541.0,0.02259,2023-01-09,66853.0,0.0914,14723.0,0.02234,8408.0,0.01342,-51312.0,2022-12-09,19013.0,-70325.0,-3.698785041813496
2023-01-03,4호선,명동,26088,27011,-923,1,0,10,2023,1,21589.0,0.03137,2023-01-10,44550.0,0.0609,15723.0,0.02385,12750.0,0.02034,-22961.0,2022-12-10,26822.0,-49783.0,-1.8560510029080606
2023-01-03,4호선,명동,26088,27011,-923,1,0,11,2023,1,27621.0,0.04014,2023-01-11,44821.0,0.06127,20575.0,0.03122,21275.0,0.03395,-17200.0,2022-12-11,34610.0,-51810.0,-1.4969661947414044
2023-01-03,4호선,명동,26088,27011,-923,1,0,12,2023,1,29951.0,0.04353,2023-01-12,48042.0,0.06568,23345.0,0.03542,28251.0,0.04508,-18091.0,2022-12-12,37740.0,-55831.0,-1.4793587705352411
2023-01-03,4호선,명동,26088,27011,-923,1,0,13,2023,1,32421.0,0.04712,2023-01-13,49087.0,0.06711,27121.0,0.04115,35335.0,0.05638,-16666.0,2022-12-13,41241.0,-57907.0,-1.4041124124051307
2023-01-03,4호선,명동,26088,27011,-923,1,0,14,2023,1,37787.0,0.05492,2023-01-14,46377.0,0.0634,32742.0,0.04968,44955.0,0.07173,-8590.0,2022-12-14,48492.0,-57082.0,-1.177142621463334
2023-01-03,4호선,명동,26088,27011,-923,1,0,15,2023,1,47365.0,0.06883,2023-01-15,45652.0,0.06241,39324.0,0.05966,55495.0,0.08855,1713.0,2022-12-15,59834.0,-58121.0,-0.9713707925259886
2023-01-03,4호선,명동,26088,27011,-923,1,0,16,2023,1,55910.0,0.08125,2023-01-16,46231.0,0.0632,48200.0,0.07313,69755.0,0.1113,9679.0,2022-12-16,70462.0,-60783.0,-0.8626351792455508
2023-01-03,4호선,명동,26088,27011,-923,1,0,17,2023,1,74276.0,0.10794,2023-01-17,47456.0,0.06488,80147.0,0.1216,89070.0,0.14212,26820.0,2022-12-17,90532.0,-63712.0,-0.7037511598108956
2023-01-03,4호선,명동,26088,27011,-923,1,0,18,2023,1,115031.0,0.16717,2023-01-18,44576.0,0.06094,131805.0,0.19997,117912.0,0.18814,70455.0,2022-12-18,141014.0,-70559.0,-0.5003687577120002
2023-01-03,4호선,명동,26088,27011,-923,1,0,19,2023,1,61601.0,0.08952,2023-01-19,31135.0,0.04256,59711.0,0.09059,48867.0,0.07797,30466.0,2022-12-19,86955.0,-56489.0,-0.6496348686102007
2023-01-03,4호선,명동,26088,27011,-923,1,0,20,2023,1,53183.0,0.07729,2023-01-20,21223.0,0.02901,42737.0,0.06484,43362.0,0.06919,31960.0,2022-12-20,84524.0,-52564.0,-0.6218825422365246
2023-01-03,4호선,명동,26088,27011,-923,1,0,21,2023,1,47984.0,0.06973,2023-01-21,16741.0,0.02289,42102.0,0.06388,20122.0,0.03211,31243.0,2022-12-21,78107.0,-46864.0,-0.59999743941004
2023-01-03,4호선,명동,26088,27011,-923,1,0,22,2023,1,36140.0,0.05252,2023-01-22,11612.0,0.01587,32599.0,0.04946,11185.0,0.01785,24528.0,2022-12-22,57218.0,-32690.0,-0.5713237093222412
2023-01-03,4호선,명동,26088,27011,-923,1,0,23,2023,1,12707.0,0.01847,2023-01-23,6561.0,0.00897,16318.0,0.02476,4355.0,0.00695,6146.0,2022-12-23,18218.0,-12072.0,-0.6626413437259853
2023-01-04,4호선,명동,25781,26909,-1128,2,0,00,2023,1,,,,,,,,,,,,,,
2023-01-04,4호선,명동,25781,26909,-1128,2,0,01,2023,1,13.0,2e-05,2023-01-01,133.0,0.00018,19.0,3e-05,3.0,0.0,-120.0,2022-12-01,35.0,-155.0,-4.428571428571429
2023-01-04,4호선,명동,25781,26909,-1128,2,0,02,2023,1,,,,,,,,,,,,,,
2023-01-04,4호선,명동,25781,26909,-1128,2,0,03,2023,1,,,,,,,,,,,,,,
2023-01-04,4호선,명동,25781,26909,-1128,2,0,04,2023,1,42.0,6e-05,2023-01-04,10.0,1e-05,58.0,9e-05,12.0,2e-05,32.0,2022-12-04,33.0,-1.0,-0.030303030303030276
2023-01-04,4호선,명동,25781,26909,-1128,2,0,05,2023,1,1105.0,0.00161,2023-01-05,869.0,0.00119,2732.0,0.00414,1326.0,0.00212,236.0,2022-12-05,1042.0,-806.0,-0.7735124760076775
2023-01-04,4호선,명동,25781,26909,-1128,2,0,06,2023,1,2877.0,0.00418,2023-01-06,14287.0,0.01953,4121.0,0.00625,2618.0,0.00418,-11410.0,2022-12-06,3260.0,-14670.0,-4.5
2023-01-04,4호선,명동,25781,26909,-1128,2,0,07,2023,1,5095.0,0.0074,2023-01-07,41014.0,0.05607,8304.0,0.0126,4263.0,0.0068,-35919.0,2022-12-07,5473.0,-41392.0,-7.562945368171022
2023-01-04,4호선,명동,25781,26909,-1128,2,0,08,2023,1,8867.0,0.01289,2023-01-08,102145.0,0.13964,13757.0,0.02087,6796.0,0.01084,-93278.0,2022-12-08,9833.0,-103111.0,-10.486219871860063
2023-01-04,4호선,명동,25781,26909,-1128,2,0,09,2023,1,15541.0,0.02259,2023-01-09,66853.0,0.0914,14723.0,0.02234,8408.0,0.01342,-51312.0,2022-12-09,19013.0,-70325.0,-3.698785041813496
2023-01-04,4호선,명동,25781,26909,-1128,2,0,10,2023,1,21589.0,0.03137,2023-01-10,44550.0,0.0609,15723.0,0.02385,12750.0,0.02034,-22961.0,2022-12-10,26822.0,-49783.0,-1.8560510029080606
2023-01-04,4호선,명동,25781,26909,-1128,2,0,11,2023,1,27621.0,0.04014,2023-01-11,44821.0,0.06127,20575.0,0.03122,21275.0,0.03395,-17200.0,2022-12-11,34610.0,-51810.0,-1.4969661947414044
2023-01-04,4호선,명동,25781,26909,-1128,2,0,12,2023,1,29951.0,0.04353,2023-01-12,48042.0,0.06568,23345.0,0.03542,28251.0,0.04508,-18091.0,2022-12-12,37740.0,-55831.0,-1.4793587705352411
2023-01-04,4호선,명동,25781,26909,-1128,2,0,13,2023,1,32421.0,0.04712,2023-01-13,49087.0,0.06711,27121.0,0.04115,35335.0,0.05638,-16666.0,2022-12-13,41241.0,-57907.0,-1.4041124124051307
2023-01-04,4호선,명동,25781,26909,-1128,2,0,14,2023,1,37787.0,0.05492,2023-01-14,46377.0,0.0634,32742.0,0.04968,44955.0,0.07173,-8590.0,2022-12-14,48492.0,-57082.0,-1.177142621463334
2023-01-04,4호선,명동,25781,26909,-1128,2,0,15,2023,1,47365.0,0.06883,2023-01-15,45652.0,0.06241,39324.0,0.05966,55495.0,0.08855,1713.0,2022-12-15,59834.0,-58121.0,-0.9713707925259886
2023-01-04,4호선,명동,25781,26909,-1128,2,0,16,2023,1,55910.0,0.08125,2023-01-16,46231.0,0.0632,48200.0,0.07313,69755.0,0.1113,9679.0,2022-12-16,70462.0,-60783.0,-0.8626351792455508
2023-01-04,4호선,명동,25781,26909,-1128,2,0,17,2023,1,74276.0,0.10794,2023-01-17,47456.0,0.06488,80147.0,0.1216,89070.0,0.14212,26820.0,2022-12-17,90532.0,-63712.0,-0.7037511598108956
2023-01-04,4호선,명동,25781,26909,-1128,2,0,18,2023,1,115031.0,0.16717,2023-01-18,44576.0,0.06094,131805.0,0.19997,117912.0,0.18814,70455.0,2022-12-18,141014.0,-70559.0,-0.5003687577120002
2023-01-04,4호선,명동,25781,26909,-1128,2,0,19,2023,1,61601.0,0.08952,2023-01-19,31135.0,0.04256,59711.0,0.09059,48867.0,0.07797,30466.0,2022-12-19,86955.0,-56489.0,-0.6496348686102007
2023-01-04,4호선,명동,25781,26909,-1128,2,0,20,2023,1,53183.0,0.07729,2023-01-20,21223.0,0.02901,42737.0,0.06484,43362.0,0.06919,31960.0,2022-12-20,84524.0,-52564.0,-0.6218825422365246
2023-01-04,4호선,명동,25781,26909,-1128,2,0,21,2023,1,47984.0,0.06973,2023-01-21,16741.0,0.02289,42102.0,0.06388,20122.0,0.03211,31243.0,2022-12-21,78107.0,-46864.0,-0.59999743941004
2023-01-04,4호선,명동,25781,26909,-1128,2,0,22,2023,1,36140.0,0.05252,2023-01-22,11612.0,0.01587,32599.0,0.04946,11185.0,0.01785,24528.0,2022-12-22,57218.0,-32690.0,-0.5713237093222412
2023-01-04,4호선,명동,25781,26909,-1128,2,0,23,2023,1,12707.0,0.01847,2023-01-23,6561.0,0.00897,16318.0,0.02476,4355.0,0.00695,6146.0,2022-12-23,18218.0,-12072.0,-0.6626413437259853
2023-01-05,4호선,명동,25159,26493,-1334,3,0,00,2023,1,,,,,,,,,,,,,,
2023-01-05,4호선,명동,25159,26493,-1334,3,0,01,2023,1,13.0,2e-05,2023-01-01,133.0,0.00018,19.0,3e-05,3.0,0.0,-120.0,2022-12-01,35.0,-155.0,-4.428571428571429
2023-01-05,4호선,명동,25159,26493,-1334,3,0,02,2023,1,,,,,,,,,,,,,,
2023-01-05,4호선,명동,25159,26493,-1334,3,0,03,2023,1,,,,,,,,,,,,,,
2023-01-05,4호선,명동,25159,26493,-1334,3,0,04,2023,1,42.0,6e-05,2023-01-04,10.0,1e-05,58.0,9e-05,12.0,2e-05,32.0,2022-12-04,33.0,-1.0,-0.030303030303030276
2023-01-05,4호선,명동,25159,26493,-1334,3,0,05,2023,1,1105.0,0.00161,2023-01-05,869.0,0.00119,2732.0,0.00414,1326.0,0.00212,236.0,2022-12-05,1042.0,-806.0,-0.7735124760076775
2023-01-05,4호선,명동,25159,26493,-1334,3,0,06,2023,1,2877.0,0.00418,2023-01-06,14287.0,0.01953,4121.0,0.00625,2618.0,0.00418,-11410.0,2022-12-06,3260.0,-14670.0,-4.5
2023-01-05,4호선,명동,25159,26493,-1334,3,0,07,2023,1,5095.0,0.0074,2023-01-07,41014.0,0.05607,8304.0,0.0126,4263.0,0.0068,-35919.0,2022-12-07,5473.0,-41392.0,-7.562945368171022
2023-01-05,4호선,명동,25159,26493,-1334,3,0,08,2023,1,8867.0,0.01289,2023-01-08,102145.0,0.13964,13757.0,0.02087,6796.0,0.01084,-93278.0,2022-12-08,9833.0,-103111.0,-10.486219871860063
2023-01-05,4호선,명동,25159,26493,-1334,3,0,09,2023,1,15541.0,0.02259,2023-01-09,66853.0,0.0914,14723.0,0.02234,8408.0,0.01342,-51312.0,2022-12-09,19013.0,-70325.0,-3.698785041813496
2023-01-05,4호선,명동,25159,26493,-1334,3,0,10,2023,1,21589.0,0.03137,2023-01-10,44550.0,0.0609,15723.0,0.02385,12750.0,0.02034,-22961.0,2022-12-10,26822.0,-49783.0,-1.8560510029080606
2023-01-05,4호선,명동,25159,26493,-1334,3,0,11,2023,1,27621.0,0.04014,2023-01-11,44821.0,0.06127,20575.0,0.03122,21275.0,0.03395,-17200.0,2022-12-11,34610.0,-51810.0,-1.4969661947414044
2023-01-05,4호선,명동,25159,26493,-1334,3,0,12,2023,1,29951.0,0.04353,2023-01-12,48042.0,0.06568,23345.0,0.03542,28251.0,0.04508,-18091.0,2022-12-12,37740.0,-55831.0,-1.4793587705352411
2023-01-05,4호선,명동,25159,26493,-1334,3,0,13,2023,1,32421.0,0.04712,2023-01-13,49087.0,0.06711,27121.0,0.04115,35335.0,0.05638,-16666.0,2022-12-13,41241.0,-57907.0,-1.4041124124051307
2023-01-05,4호선,명동,25159,26493,-1334,3,0,14,2023,1,37787.0,0.05492,2023-01-14,46377.0,0.0634,32742.0,0.04968,44955.0,0.07173,-8590.0,2022-12-14,48492.0,-57082.0,-1.177142621463334
2023-01-05,4호선,명동,25159,26493,-1334,3,0,15,2023,1,47365.0,0.06883,2023-01-15,45652.0,0.06241,39324.0,0.05966,55495.0,0.08855,1713.0,2022-12-15,59834.0,-58121.0,-0.9713707925259886
2023-01-05,4호선,명동,25159,26493,-1334,3,0,16,2023,1,55910.0,0.08125,2023-01-16,46231.0,0.0632,48200.0,0.07313,69755.0,0.1113,9679.0,2022-12-16,70462.0,-60783.0,-0.8626351792455508
2023-01-05,4호선,명동,25159,26493,-1334,3,0,17,2023,1,74276.0,0.10794,2023-01-17,47456.0,0.06488,80147.0,0.1216,89070.0,0.14212,26820.0,2022-12-17,90532.0,-63712.0,-0.7037511598108956
2023-01-05,4호선,명동,25159,26493,-1334,3,0,18,2023,1,115031.0,0.16717,2023-01-18,44576.0,0.06094,131805.0,0.19997,117912.0,0.18814,70455.0,2022-12-18,141014.0,-70559.0,-0.5003687577120002
2023-01-05,4호선,명동,25159,26493,-1334,3,0,19,2023,1,61601.0,0.08952,2023-01-19,31135.0,0.04256,59711.0,0.09059,48867.0,0.07797,30466.0,2022-12-19,86955.0,-56489.0,-0.6496348686102007
2023-01-05,4호선,명동,25159,26493,-1334,3,0,20,2023,1,53183.0,0.07729,2023-01-20,21223.0,0.02901,42737.0,0.06484,43362.0,0.06919,31960.0,2022-12-20,84524.0,-52564.0,-0.6218825422365246
2023-01-05,4호선,명동,25159,26493,-1334,3,0,21,2023,1,47984.0,0.06973,2023-01-21,16741.0,0.02289,42102.0,0.06388,20122.0,0.03211,31243.0,2022-12-21,78107.0,-46864.0,-0.59999743941004
2023-01-05,4호선,명동,25159,26493,-1334,3,0,22,2023,1,36140.0,0.05252,2023-01-22,11612.0,0.01587,32599.0,0.04946,11185.0,0.01785,24528.0,2022-12-22,57218.0,-32690.0,-0.5713237093222412
2023-01-05,4호선,명동,25159,26493,-1334,3,0,23,2023,1,12707.0,0.01847,2023-01-23,6561.0,0.00897,16318.0,0.02476,4355.0,0.00695,6146.0,2022-12-23,18218.0,-12072.0,-0.6626413437259853
2023-01-06,4호선,명동,26390,27983,-1593,4,0,00,2023,1,,,,,,,,,,,,,,
2023-01-06,4호선,명동,26390,27983,-1593,4,0,01,2023,1,13.0,2e-05,2023-01-01,133.0,0.00018,19.0,3e-05,3.0,0.0,-120.0,2022-12-01,35.0,-155.0,-4.428571428571429
2023-01-06,4호선,명동,26390,27983,-1593,4,0,02,2023,1,,,,,,,,,,,,,,
2023-01-06,4호선,명동,26390,27983,-1593,4,0,03,2023,1,,,,,,,,,,,,,,
2023-01-06,4호선,명동,26390,27983,-1593,4,0,04,2023,1,42.0,6e-05,2023-01-04,10.0,1e-05,58.0,9e-05,12.0,2e-05,32.0,2022-12-04,33.0,-1.0,-0.030303030303030276
2023-01-06,4호선,명동,26390,27983,-1593,4,0,05,2023,1,1105.0,0.00161,2023-01-05,869.0,0.00119,2732.0,0.00414,1326.0,0.00212,236.0,2022-12-05,1042.0,-806.0,-0.7735124760076775
2023-01-06,4호선,명동,26390,27983,-1593,4,0,06,2023,1,2877.0,0.00418,2023-01-06,14287.0,0.01953,4121.0,0.00625,2618.0,0.00418,-11410.0,2022-12-06,3260.0,-14670.0,-4.5
2023-01-06,4호선,명동,26390,27983,-1593,4,0,07,2023,1,5095.0,0.0074,2023-01-07,41014.0,0.05607,8304.0,0.0126,4263.0,0.0068,-35919.0,2022-12-07,5473.0,-41392.0,-7.562945368171022
2023-01-06,4호선,명동,26390,27983,-1593,4,0,08,2023,1,8867.0,0.01289,2023-01-08,102145.0,0.13964,13757.0,0.02087,6796.0,0.01084,-93278.0,2022-12-08,9833.0,-103111.0,-10.486219871860063
2023-01-06,4호선,명동,26390,27983,-1593,4,0,09,2023,1,15541.0,0.02259,2023-01-09,66853.0,0.0914,14723.0,0.02234,8408.0,0.01342,-51312.0,2022-12-09,19013.0,-70325.0,-3.698785041813496
2023-01-06,4호선,명동,26390,27983,-1593,4,0,10,2023,1,21589.0,0.03137,2023-01-10,44550.0,0.0609,15723.0,0.02385,12750.0,0.02034,-22961.0,2022-12-10,26822.0,-49783.0,-1.8560510029080606
2023-01-06,4호선,명동,26390,27983,-1593,4,0,11,2023,1,27621.0,0.04014,2023-01-11,44821.0,0.06127,20575.0,0.03122,21275.0,0.03395,-17200.0,2022-12-11,34610.0,-51810.0,-1.4969661947414044
